stcotrbg,adj_acs_1,sp_1,diff_1,w_diff_1,adj_acs_2,sp_2,diff_2,w_diff_2,adj_acs_3,sp_3,diff_3,w_diff_3,adj_acs_4,sp_4,diff_4,w_diff_4,adj_acs_5,sp_5,diff_5,w_diff_5
"420031920005",204,214,10,7.47,69,59,10,2.53,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032022001",432,424,8,5.99,119,132,13,2.68,9,5,4,0.06,0,0,0,0.00,17,16,1,0.03
"420032022002",76,76,0,0.00,144,144,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032022003",228,230,2,1.58,30,37,7,0.73,30,21,9,0.94,0,0,0,0.00,0,0,0,0.00
"420032023001",381,373,8,6.68,49,55,6,0.64,10,12,2,0.04,16,16,0,0.00,0,0,0,0.00
"420032023002",472,472,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032023003",336,327,9,8.40,24,33,9,0.60,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032023004",647,650,3,2.65,0,0,0,0.00,22,20,2,0.06,0,0,0,0.00,64,63,1,0.09
"420032107001",143,146,3,0.61,506,498,8,5.77,22,28,6,0.19,13,9,4,0.07,18,21,3,0.08
"420032107002",21,16,5,0.31,303,314,11,9.98,0,0,0,0.00,0,0,0,0.00,10,4,6,0.18
"420032206001",586,585,1,0.67,280,280,0,0.00,7,8,1,0.01,0,0,0,0.00,0,0,0,0.00
"420032206002",94,74,20,10.05,93,113,20,9.95,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032406001",676,679,3,2.64,80,76,4,0.42,0,0,0,0.00,0,0,0,0.00,13,14,1,0.02
"420032406002",486,474,12,10.06,85,94,9,1.32,0,0,0,0.00,0,0,0,0.00,9,12,3,0.05
"420032412001",144,143,1,0.86,23,24,1,0.14,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032412002",213,219,6,5.22,32,26,6,0.78,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032503001",271,281,10,5.14,256,246,10,4.86,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032507001",91,108,17,4.96,221,204,17,12.04,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032509001",84,86,2,0.46,280,278,2,1.54,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032509002",139,136,3,1.68,109,112,3,1.32,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032602001",221,213,8,6.27,54,63,9,1.72,7,6,1,0.02,0,0,0,0.00,0,0,0,0.00
"420032602002",319,320,1,0.76,84,86,2,0.40,10,9,1,0.02,0,0,0,0.00,5,3,2,0.02
"420032602003",181,172,9,6.93,54,63,9,2.07,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032607001",185,185,0,0.00,131,131,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032607002",165,175,10,3.99,226,217,9,4.91,0,0,0,0.00,0,0,0,0.00,23,22,1,0.06
"420032609001",17,18,1,0.04,430,431,1,0.93,0,0,0,0.00,0,0,0,0.00,13,11,2,0.06
"420032612001",430,426,4,3.58,51,55,4,0.42,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032614001",47,44,3,0.53,217,220,3,2.47,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032614002",182,191,9,6.94,22,19,3,0.28,16,10,6,0.41,0,0,0,0.00,16,16,0,0.00
"420032614003",35,32,3,0.33,279,283,4,3.50,0,0,0,0.00,0,0,0,0.00,5,4,1,0.02
"420032614004",50,33,17,3.73,178,195,17,13.27,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032615001",121,122,1,0.33,243,241,2,1.31,0,0,0,0.00,0,0,0,0.00,8,9,1,0.02
"420032615002",176,176,0,0.00,192,182,10,4.96,0,0,0,0.00,2,6,4,0.02,17,23,6,0.26
"420032620001",572,569,3,2.95,9,12,3,0.05,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032620002",105,104,1,0.37,180,181,1,0.63,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032620003",283,288,5,4.81,11,6,5,0.19,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032701001",598,600,2,1.79,61,57,4,0.36,0,0,0,0.00,0,0,0,0.00,10,12,2,0.03
"420032701002",333,342,9,6.32,136,127,9,2.58,0,0,0,0.00,5,5,0,0.00,0,0,0,0.00
"420032703001",421,422,1,0.77,111,113,2,0.41,0,0,0,0.00,0,0,0,0.00,12,9,3,0.07
"420032703002",257,242,15,11.30,84,99,15,3.70,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032704001",263,260,3,1.67,193,191,2,0.82,0,0,0,0.00,10,12,2,0.04,7,10,3,0.04
"420032708001",296,298,2,1.68,56,54,2,0.32,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032708002",370,387,17,13.56,94,77,17,3.44,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032708003",396,391,5,4.77,19,24,5,0.23,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032715001",266,271,5,3.70,93,88,5,1.30,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032715002",266,262,4,2.03,242,249,7,3.23,0,0,0,0.00,16,13,3,0.09,0,0,0,0.00
"420032715003",341,347,6,4.34,102,96,6,1.30,0,0,0,0.00,28,28,0,0.00,0,0,0,0.00
"420032814001",327,331,4,3.57,33,30,3,0.27,0,0,0,0.00,6,5,1,0.02,0,0,0,0.00
"420032814002",335,329,6,3.21,291,297,6,2.79,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032815001",198,199,1,0.89,18,17,1,0.08,0,0,0,0.00,0,0,0,0.00,7,7,0,0.00
"420032815002",372,367,5,4.54,30,31,1,0.07,0,0,0,0.00,0,0,0,0.00,8,12,4,0.08
"420032901001",291,294,3,2.94,0,0,0,0.00,6,3,3,0.06,0,0,0,0.00,0,0,0,0.00
"420032901002",241,228,13,10.80,49,62,13,2.20,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032901003",252,247,5,3.97,33,42,9,0.94,32,28,4,0.40,0,0,0,0.00,0,0,0,0.00
"420032902001",350,354,4,3.63,8,3,5,0.10,0,0,0,0.00,0,0,0,0.00,28,29,1,0.07
"420032902002",428,436,8,7.66,15,10,5,0.17,4,1,3,0.03,0,0,0,0.00,0,0,0,0.00
"420032902003",209,202,7,5.48,25,29,4,0.37,11,9,2,0.08,0,0,0,0.00,22,27,5,0.41
"420032902004",268,267,1,0.95,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,14,15,1,0.05
"420032902005",330,335,5,4.29,40,34,6,0.62,0,0,0,0.00,0,0,0,0.00,15,16,1,0.04
"420032904001",193,186,7,5.82,39,46,7,1.18,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032904002",495,487,8,7.19,56,64,8,0.81,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032904003",316,316,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420032904004",357,351,6,5.32,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,46,52,6,0.68
"420032904005",237,243,6,5.25,34,28,6,0.75,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420033001001",23,20,3,0.47,118,123,5,4.04,5,3,2,0.07,0,0,0,0.00,0,0,0,0.00
"420033001002",35,37,2,0.37,153,151,2,1.63,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420033001003",166,175,9,4.32,165,151,14,6.68,0,0,0,0.00,0,0,0,0.00,15,20,5,0.22
"420033001004",113,113,0,0.00,140,147,7,3.50,27,20,7,0.67,0,0,0,0.00,0,0,0,0.00
"420033001005",163,158,5,3.79,52,57,5,1.21,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420033001006",201,201,0,0.00,72,73,1,0.25,12,11,1,0.04,0,0,0,0.00,0,0,0,0.00
"420033102001",293,293,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420033102002",275,275,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420033102003",262,262,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420033102004",318,326,8,7.37,0,0,0,0.00,16,8,8,0.37,11,11,0,0.00,0,0,0,0.00
"420033102005",280,280,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420033103001",385,381,4,3.82,18,22,4,0.18,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420033204001",274,281,7,6.23,20,17,3,0.19,0,0,0,0.00,0,0,0,0.00,14,10,4,0.18
"420033204002",279,279,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420033204003",258,263,5,4.81,6,2,4,0.09,0,0,0,0.00,0,0,0,0.00,4,3,1,0.01
"420033206001",459,459,0,0.00,24,24,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420033206002",473,467,6,5.61,12,13,1,0.02,0,0,0,0.00,0,0,0,0.00,21,26,5,0.21
"420033207001",489,487,2,1.98,4,6,2,0.02,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420033207002",230,228,2,1.94,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,7,9,2,0.06
"420034011001",695,695,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034011002",510,511,1,0.98,11,10,1,0.02,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034011003",377,377,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034011004",450,450,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034012001",153,165,12,8.02,76,64,12,3.98,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034012002",355,363,8,5.21,139,141,2,0.51,10,5,5,0.09,6,8,2,0.02,35,28,7,0.45
"420034012003",333,336,3,2.88,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,14,11,3,0.12
"420034012004",342,342,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034013001",553,549,4,3.90,14,18,4,0.10,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034013002",279,279,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034013003",322,322,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034020001",255,255,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034020002",266,264,2,1.95,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,7,9,2,0.05
"420034020003",491,491,0,0.00,15,15,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034020004",399,398,1,0.87,54,52,2,0.23,7,10,3,0.05,0,0,0,0.00,0,0,0,0.00
"420034035001",369,369,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034035002",292,298,6,5.60,21,15,6,0.40,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034035003",503,503,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034035004",421,404,17,14.26,0,0,0,0.00,0,0,0,0.00,59,69,10,1.18,22,29,7,0.31
"420034035005",224,225,1,0.70,98,97,1,0.30,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034040001",676,677,1,0.96,13,13,0,0.00,0,0,0,0.00,0,0,0,0.00,14,13,1,0.02
"420034050001",267,270,3,2.92,0,0,0,0.00,0,0,0,0.00,4,4,0,0.00,3,0,3,0.03
"420034050002",225,225,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034060001",698,702,4,3.95,0,0,0,0.00,5,2,3,0.02,0,0,0,0.00,3,2,1,0.00
"420034060002",257,257,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034070011",293,293,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034070012",568,568,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034070013",645,643,2,1.97,0,0,0,0.00,11,13,2,0.03,0,0,0,0.00,0,0,0,0.00
"420034070014",659,659,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034070021",543,548,5,4.66,39,34,5,0.34,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034070022",642,642,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034070023",324,324,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034070024",1013,1016,3,2.87,0,0,0,0.00,0,0,0,0.00,35,32,3,0.10,11,11,0,0.00
"420034080011",467,467,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034080012",808,808,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034080013",620,626,6,5.81,9,6,3,0.04,0,0,0,0.00,11,8,3,0.05,0,0,0,0.00
"420034080021",1260,1254,6,5.80,17,22,5,0.07,27,28,1,0.02,0,0,0,0.00,0,0,0,0.00
"420034080022",959,957,2,1.92,0,0,0,0.00,24,21,3,0.07,0,0,0,0.00,17,22,5,0.09
"420034090001",1084,1087,3,2.83,10,12,2,0.02,43,41,2,0.07,0,0,0,0.00,11,8,3,0.03
"420034090002",643,649,6,5.66,14,18,4,0.08,25,15,10,0.37,0,0,0,0.00,0,0,0,0.00
"420034090003",1044,1040,4,3.84,44,48,4,0.16,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034090004",936,936,0,0.00,14,11,3,0.04,65,68,3,0.19,0,0,0,0.00,0,0,0,0.00
"420034100001",441,447,6,5.58,0,0,0,0.00,4,4,0,0.00,29,23,6,0.37,0,0,0,0.00
"420034110001",399,400,1,0.98,0,0,0,0.00,9,8,1,0.02,0,0,0,0.00,0,0,0,0.00
"420034110002",905,903,2,1.83,11,8,3,0.03,51,53,2,0.10,0,0,0,0.00,21,24,3,0.06
"420034110003",893,894,1,0.88,51,61,10,0.50,64,58,6,0.38,11,6,5,0.05,0,0,0,0.00
"420034120011",712,704,8,6.56,0,0,0,0.00,79,80,1,0.09,77,84,7,0.62,0,0,0,0.00
"420034120012",632,621,11,10.22,0,0,0,0.00,41,50,9,0.54,0,0,0,0.00,7,9,2,0.02
"420034120013",602,607,5,4.51,47,46,1,0.07,19,15,4,0.11,0,0,0,0.00,0,0,0,0.00
"420034120014",730,725,5,4.48,0,0,0,0.00,84,89,5,0.52,0,0,0,0.00,0,0,0,0.00
"420034120021",940,931,9,8.32,11,13,2,0.02,66,73,7,0.45,0,0,0,0.00,0,0,0,0.00
"420034120022",670,671,1,0.99,0,0,0,0.00,6,5,1,0.01,0,0,0,0.00,0,0,0,0.00
"420034131001",425,416,9,8.63,0,0,0,0.00,18,27,9,0.37,0,0,0,0.00,0,0,0,0.00
"420034131002",806,789,17,15.09,0,0,0,0.00,60,61,1,0.07,0,0,0,0.00,42,58,16,0.74
"420034131003",451,454,3,2.87,0,0,0,0.00,20,17,3,0.13,0,0,0,0.00,0,0,0,0.00
"420034131004",705,718,13,12.08,0,0,0,0.00,54,41,13,0.92,0,0,0,0.00,0,0,0,0.00
"420034132011",336,334,2,1.87,0,0,0,0.00,23,25,2,0.13,0,0,0,0.00,0,0,0,0.00
"420034132012",511,511,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034132013",694,690,4,3.85,27,31,4,0.15,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034132021",446,446,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034132022",764,764,0,0.00,0,0,0,0.00,8,8,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034133001",609,614,5,4.77,0,0,0,0.00,29,24,5,0.23,0,0,0,0.00,0,0,0,0.00
"420034133002",906,904,2,1.85,39,38,1,0.04,33,36,3,0.10,0,0,0,0.00,0,0,0,0.00
"420034133003",241,241,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034134001",609,609,0,0.00,0,0,0,0.00,7,7,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034134002",488,488,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034134003",506,509,3,2.78,0,0,0,0.00,36,35,1,0.07,4,2,2,0.01,0,0,0,0.00
"420034135001",388,390,2,1.93,15,13,2,0.07,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034135002",944,938,6,5.85,0,0,0,0.00,25,31,6,0.15,0,0,0,0.00,0,0,0,0.00
"420034135003",475,483,8,6.41,15,12,3,0.08,103,98,5,0.87,0,0,0,0.00,0,0,0,0.00
"420034135004",780,780,0,0.00,17,17,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034141011",859,859,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034141012",442,442,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034141013",260,268,8,7.12,7,6,1,0.02,25,18,7,0.60,0,0,0,0.00,0,0,0,0.00
"420034141014",347,350,3,2.65,0,0,0,0.00,46,43,3,0.35,0,0,0,0.00,0,0,0,0.00
"420034141021",1043,1035,8,7.53,30,36,6,0.16,35,37,2,0.06,0,0,0,0.00,0,0,0,0.00
"420034141022",1059,1064,5,4.89,0,0,0,0.00,23,18,5,0.11,0,0,0,0.00,0,0,0,0.00
"420034141023",754,755,1,0.98,0,0,0,0.00,0,0,0,0.00,17,16,1,0.02,0,0,0,0.00
"420034142001",1121,1119,2,1.96,0,0,0,0.00,11,11,0,0.00,14,16,2,0.02,0,0,0,0.00
"420034142002",401,401,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034142003",712,708,4,3.91,0,0,0,0.00,17,21,4,0.09,0,0,0,0.00,0,0,0,0.00
"420034150011",361,362,1,0.99,0,0,0,0.00,4,3,1,0.01,0,0,0,0.00,0,0,0,0.00
"420034150012",575,575,0,0.00,8,11,3,0.04,9,7,2,0.03,0,0,0,0.00,13,12,1,0.02
"420034150013",697,694,3,2.83,0,0,0,0.00,41,44,3,0.17,0,0,0,0.00,0,0,0,0.00
"420034150021",463,452,11,9.74,40,54,14,1.07,20,17,3,0.11,0,0,0,0.00,0,0,0,0.00
"420034150022",435,435,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034160001",467,468,1,1.00,0,0,0,0.00,0,0,0,0.00,2,1,1,0.00,0,0,0,0.00
"420034160002",323,323,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,3,3,0,0.00
"420034171001",351,354,3,2.91,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,11,8,3,0.09
"420034171002",325,327,2,1.95,0,0,0,0.00,8,6,2,0.05,0,0,0,0.00,0,0,0,0.00
"420034171003",278,278,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034172001",603,600,3,2.86,13,7,6,0.12,0,0,0,0.00,17,26,9,0.24,0,0,0,0.00
"420034180001",815,816,1,0.99,6,5,1,0.01,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034190001",415,420,5,4.69,18,15,3,0.12,9,7,2,0.04,0,0,0,0.00,0,0,0,0.00
"420034190002",361,361,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034190003",547,546,1,0.93,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,41,42,1,0.07
"420034200001",780,777,3,2.82,20,23,3,0.07,15,17,2,0.04,15,13,2,0.04,0,0,0,0.00
"420034211001",333,322,11,8.98,26,32,6,0.38,35,36,1,0.09,0,0,0,0.00,14,18,4,0.14
"420034211002",388,388,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034211003",581,580,1,0.91,0,0,0,0.00,51,56,5,0.40,0,0,0,0.00,9,5,4,0.06
"420034211004",296,296,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034212001",758,758,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034212002",377,381,4,3.58,9,10,1,0.02,35,30,5,0.42,0,0,0,0.00,0,0,0,0.00
"420034212003",115,115,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034212004",358,356,2,1.79,0,0,0,0.00,43,45,2,0.21,0,0,0,0.00,0,0,0,0.00
"420034220001",551,557,6,5.58,0,0,0,0.00,42,36,6,0.42,0,0,0,0.00,0,0,0,0.00
"420034220002",266,266,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034220003",524,524,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034220004",623,625,2,1.83,0,0,0,0.00,57,55,2,0.17,0,0,0,0.00,0,0,0,0.00
"420034230001",461,459,2,1.92,0,0,0,0.00,19,21,2,0.08,0,0,0,0.00,0,0,0,0.00
"420034230002",441,434,7,6.34,0,0,0,0.00,46,53,7,0.66,0,0,0,0.00,0,0,0,0.00
"420034230003",400,397,3,2.93,9,12,3,0.07,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034240001",392,390,2,1.96,0,0,0,0.00,0,0,0,0.00,7,9,2,0.04,0,0,0,0.00
"420034240002",343,340,3,2.87,15,18,3,0.13,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034240003",390,400,10,9.01,16,14,2,0.07,0,0,0,0.00,11,8,3,0.08,16,11,5,0.18
"420034240004",350,353,3,2.33,92,94,2,0.41,0,0,0,0.00,0,0,0,0.00,9,4,5,0.10
"420034250001",238,239,1,0.94,15,14,1,0.06,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034250002",412,411,1,0.98,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,8,9,1,0.02
"420034250003",528,528,0,0.00,11,11,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034250004",395,395,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034263001",690,690,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034263002",788,788,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034263003",947,950,3,2.96,0,0,0,0.00,0,0,0,0.00,13,10,3,0.04,0,0,0,0.00
"420034264001",381,383,2,1.92,0,0,0,0.00,15,13,2,0.08,0,0,0,0.00,0,0,0,0.00
"420034264002",458,458,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034264003",478,478,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034264004",701,701,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034267001",343,343,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034267002",745,751,6,5.60,30,25,5,0.19,0,0,0,0.00,0,0,0,0.00,23,22,1,0.03
"420034268001",518,513,5,4.88,0,0,0,0.00,13,18,5,0.12,0,0,0,0.00,0,0,0,0.00
"420034268002",953,951,2,1.98,12,14,2,0.02,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034268003",557,560,3,2.96,7,4,3,0.04,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034270001",673,668,5,4.95,7,12,5,0.05,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034270002",366,374,8,7.38,21,9,12,0.63,0,0,0,0.00,0,0,0,0.00,10,14,4,0.10
"420034270003",678,679,1,0.96,25,20,5,0.18,0,0,0,0.00,6,10,4,0.03,0,0,0,0.00
"420034271001",670,669,1,0.98,0,0,0,0.00,0,0,0,0.00,14,15,1,0.02,0,0,0,0.00
"420034271002",727,727,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034271003",766,768,2,1.97,12,10,2,0.03,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034272001",568,568,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034272002",507,510,3,2.85,26,23,3,0.15,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034272003",555,553,2,1.96,0,0,0,0.00,12,14,2,0.04,0,0,0,0.00,0,0,0,0.00
"420034272004",516,516,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034281001",268,268,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034281002",261,261,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034282001",272,275,3,2.87,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,12,9,3,0.13
"420034282002",608,607,1,0.96,14,11,3,0.07,10,14,4,0.06,0,0,0,0.00,0,0,0,0.00
"420034291001",519,514,5,4.95,5,10,5,0.05,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034291002",564,564,0,0.00,16,16,0,0.00,9,9,0,0.00,0,0,0,0.00,17,17,0,0.00
"420034292011",722,723,1,0.98,0,0,0,0.00,17,16,1,0.02,0,0,0,0.00,0,0,0,0.00
"420034292012",899,892,7,6.29,19,21,2,0.04,83,88,5,0.41,0,0,0,0.00,0,0,0,0.00
"420034292021",492,492,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034292022",632,645,13,12.26,31,17,14,0.65,0,0,0,0.00,0,0,0,0.00,7,8,1,0.01
"420034292023",705,707,2,1.94,12,13,1,0.02,8,5,3,0.03,0,0,0,0.00,0,0,0,0.00
"420034293001",875,875,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034293002",695,695,0,0.00,0,0,0,0.00,18,18,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034293003",536,536,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034293004",379,379,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034294001",250,246,4,3.62,0,0,0,0.00,26,30,4,0.38,0,0,0,0.00,0,0,0,0.00
"420034294002",745,744,1,0.98,16,17,1,0.02,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034294003",534,535,1,0.99,6,5,1,0.01,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034294004",345,345,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034295001",977,975,2,1.96,0,0,0,0.00,18,20,2,0.04,0,0,0,0.00,0,0,0,0.00
"420034295002",942,954,12,10.65,59,53,6,0.33,55,47,8,0.41,5,7,2,0.01,0,0,0,0.00
"420034295003",295,295,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
