stcotrbg,adj_acs_1,sp_1,diff_1,w_diff_1,adj_acs_2,sp_2,diff_2,w_diff_2,adj_acs_3,sp_3,diff_3,w_diff_3,adj_acs_4,sp_4,diff_4,w_diff_4,adj_acs_5,sp_5,diff_5,w_diff_5
"420034803004",318,315,3,2.92,0,0,0,0.00,0,0,0,0.00,9,12,3,0.08,0,0,0,0.00
"420034804001",547,551,4,3.70,44,40,4,0.30,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034804002",448,448,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034804003",682,682,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034804004",492,492,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034810001",184,190,6,2.90,158,152,6,2.49,9,10,1,0.02,4,3,1,0.01,26,26,0,0.00
"420034810002",274,278,4,3.14,41,34,7,0.82,34,37,3,0.29,0,0,0,0.00,0,0,0,0.00
"420034810003",265,257,8,4.67,152,145,7,2.34,30,42,12,0.79,0,0,0,0.00,7,10,3,0.05
"420034810004",201,202,1,0.72,74,76,2,0.53,0,0,0,0.00,5,2,3,0.05,0,0,0,0.00
"420034825001",775,763,12,10.75,82,87,5,0.47,0,0,0,0.00,0,0,0,0.00,8,15,7,0.06
"420034838001",45,49,4,0.58,268,264,4,3.42,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034838002",272,264,8,2.96,440,452,12,7.17,0,0,0,0.00,0,0,0,0.00,24,20,4,0.13
"420034838003",180,188,8,3.30,249,243,6,3.43,0,0,0,0.00,0,0,0,0.00,7,5,2,0.03
"420034843001",617,618,1,0.80,71,75,4,0.37,69,61,8,0.72,0,0,0,0.00,15,18,3,0.06
"420034843002",262,262,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034843003",300,299,1,0.58,170,163,7,2.32,38,46,8,0.59,0,0,0,0.00,6,6,0,0.00
"420034845001",756,756,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034845002",508,508,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034845003",483,479,4,3.80,25,29,4,0.20,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034845004",887,887,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034846001",228,233,5,4.65,6,4,2,0.05,11,8,3,0.13,0,0,0,0.00,0,0,0,0.00
"420034846002",348,353,5,4.59,9,12,3,0.07,0,0,0,0.00,6,4,2,0.03,16,10,6,0.25
"420034846003",381,378,3,2.78,0,0,0,0.00,0,0,0,0.00,5,3,2,0.02,25,30,5,0.30
"420034850001",489,488,1,0.90,52,54,2,0.19,0,0,0,0.00,1,0,1,0.00,0,0,0,0.00
"420034867001",365,360,5,2.36,381,373,8,3.94,0,0,0,0.00,0,0,0,0.00,27,40,13,0.45
"420034867002",206,188,18,9.61,162,177,15,6.30,0,0,0,0.00,0,0,0,0.00,18,21,3,0.14
"420034868001",99,101,2,0.56,226,222,4,2.55,0,0,0,0.00,0,0,0,0.00,29,31,2,0.16
"420034868002",282,285,3,2.13,115,109,6,1.73,0,0,0,0.00,1,4,3,0.01,0,0,0,0.00
"420034869001",190,186,4,2.39,128,132,4,1.61,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034869002",83,69,14,6.12,100,117,17,8.95,0,0,0,0.00,7,4,3,0.11,0,0,0,0.00
"420034869003",10,7,3,0.41,64,67,3,2.59,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034870001",351,352,1,0.99,0,0,0,0.00,0,0,0,0.00,3,2,1,0.01,0,0,0,0.00
"420034870002",538,538,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034881001",292,296,4,2.58,149,143,6,1.98,0,0,0,0.00,0,0,0,0.00,11,13,2,0.05
"420034881002",501,505,4,3.91,11,7,4,0.09,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034882001",382,394,12,5.93,376,358,18,8.76,6,8,2,0.02,9,13,4,0.05,0,0,0,0.00
"420034882002",277,274,3,2.88,12,15,3,0.12,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034882003",390,389,1,0.99,0,0,0,0.00,0,0,0,0.00,5,6,1,0.01,0,0,0,0.00
"420034883001",904,910,6,5.82,9,7,2,0.02,5,5,0,0.00,0,0,0,0.00,14,10,4,0.06
"420034884001",475,480,5,4.41,24,23,1,0.04,0,0,0,0.00,17,12,5,0.16,22,23,1,0.04
"420034884002",403,409,6,5.33,51,45,6,0.67,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034884003",250,257,7,6.21,32,25,7,0.79,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034884004",753,755,2,1.92,31,29,2,0.08,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034885001",369,369,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034885002",561,552,9,8.28,49,58,9,0.72,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034885003",292,292,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034886001",317,317,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034886002",232,252,20,11.10,172,155,17,7.00,0,0,0,0.00,0,0,0,0.00,14,11,3,0.10
"420034886003",516,516,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034886004",872,872,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034890011",261,261,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034890012",646,646,0,0.00,58,56,2,0.16,15,17,2,0.04,0,0,0,0.00,0,0,0,0.00
"420034890013",1043,1040,3,2.97,0,0,0,0.00,12,15,3,0.03,0,0,0,0.00,0,0,0,0.00
"420034890021",273,271,2,1.89,0,0,0,0.00,6,6,0,0.00,0,0,0,0.00,10,12,2,0.07
"420034890022",503,508,5,4.86,15,10,5,0.14,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034890023",470,471,1,0.97,0,0,0,0.00,8,9,1,0.02,0,0,0,0.00,5,3,2,0.02
"420034890024",227,225,2,1.93,8,10,2,0.07,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034900021",409,409,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034900022",300,290,10,8.50,53,63,10,1.50,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034900023",781,784,3,2.93,0,0,0,0.00,19,16,3,0.07,0,0,0,0.00,0,0,0,0.00
"420034900024",139,147,8,4.67,99,91,8,3.33,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034900025",291,292,1,0.94,20,19,1,0.06,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034900031",353,357,4,3.69,0,0,0,0.00,24,21,3,0.19,0,0,0,0.00,6,5,1,0.02
"420034900032",440,440,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034900033",608,617,9,8.74,7,2,5,0.06,11,7,4,0.07,0,0,0,0.00,0,0,0,0.00
"420034900041",797,786,11,10.49,28,40,12,0.40,11,10,1,0.01,0,0,0,0.00,0,0,0,0.00
"420034900042",727,727,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034900043",285,285,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034911011",1077,1083,6,5.66,33,28,5,0.14,17,17,0,0.00,14,13,1,0.01,0,0,0,0.00
"420034911012",1105,1111,6,5.77,24,21,3,0.06,0,0,0,0.00,0,0,0,0.00,20,17,3,0.05
"420034912001",912,911,1,0.97,14,17,3,0.04,15,13,2,0.03,0,0,0,0.00,0,0,0,0.00
"420034927001",213,211,2,1.69,39,41,2,0.31,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034927002",197,197,0,0.00,55,55,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034927003",362,367,5,4.58,33,28,5,0.42,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034928001",253,255,2,0.98,235,231,4,1.83,0,0,0,0.00,0,0,0,0.00,26,28,2,0.10
"420034928002",271,273,2,0.76,435,429,6,3.65,0,0,0,0.00,0,0,0,0.00,10,14,4,0.06
"420034929001",582,571,11,10.50,28,39,11,0.50,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034929002",277,284,7,5.00,71,65,6,1.10,11,8,3,0.09,4,7,3,0.03,25,24,1,0.06
"420034940001",596,593,3,2.86,4,7,3,0.02,2,2,0,0.00,0,0,0,0.00,24,24,0,0.00
"420034950001",749,751,2,1.90,39,37,2,0.10,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034950002",615,615,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034961011",605,605,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034961012",583,583,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034961021",672,669,3,2.92,10,9,1,0.01,0,0,0,0.00,0,0,0,0.00,8,12,4,0.05
"420034961022",674,674,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034961023",479,478,1,0.94,7,9,2,0.03,0,0,0,0.00,20,16,4,0.16,5,8,3,0.03
"420034962001",521,521,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034962002",373,383,10,8.86,48,38,10,1.14,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034962003",730,730,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034962004",254,254,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034962005",589,589,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034970001",425,428,3,2.92,12,9,3,0.08,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034980001",509,512,3,2.95,8,5,3,0.05,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034980002",570,567,3,2.96,5,6,1,0.01,0,0,0,0.00,0,0,0,0.00,2,4,2,0.01
"420034993001",252,252,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034993002",445,445,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034994001",340,342,2,1.97,6,4,2,0.03,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034994002",375,372,3,2.95,6,9,3,0.05,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034994003",462,456,6,5.13,0,0,0,0.00,9,14,5,0.08,0,0,0,0.00,69,70,1,0.13
"420035003001",587,587,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035003002",342,342,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035003003",274,274,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035003004",491,491,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035010001",728,743,15,14.20,28,20,8,0.29,4,2,2,0.01,0,0,0,0.00,9,4,5,0.06
"420035030021",450,453,3,2.85,24,21,3,0.15,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035030022",434,434,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035030023",600,594,6,5.78,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,23,29,6,0.22
"420035030024",392,392,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035030025",747,753,6,5.57,58,52,6,0.43,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035041001",382,377,5,3.63,144,149,5,1.37,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035041002",231,229,2,1.47,68,69,1,0.22,16,17,1,0.05,0,0,0,0.00,0,0,0,0.00
"420035041003",345,344,1,0.95,20,21,1,0.05,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035041004",368,360,8,4.61,242,248,6,2.27,0,0,0,0.00,0,0,0,0.00,29,31,2,0.09
"420035041005",514,510,4,3.48,76,80,4,0.52,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035070001",376,376,0,0.00,11,11,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035070002",576,577,1,0.93,23,24,1,0.04,0,0,0,0.00,19,17,2,0.06,0,0,0,0.00
"420035080001",334,340,6,4.72,87,81,6,1.23,0,0,0,0.00,0,0,0,0.00,4,4,0,0.00
"420035080002",518,514,4,3.49,75,79,4,0.51,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035094001",597,600,3,2.76,52,49,3,0.24,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035094002",576,576,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035094003",280,276,4,3.39,39,37,2,0.24,0,0,0,0.00,11,17,6,0.20,0,0,0,0.00
"420035094004",459,463,4,3.63,47,43,4,0.37,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035094005",352,344,8,6.92,32,35,3,0.24,12,11,1,0.03,0,0,0,0.00,11,17,6,0.16
"420035100001",176,164,12,5.65,172,184,12,5.52,14,19,5,0.19,0,0,0,0.00,12,7,5,0.16
"420035100002",275,282,7,4.30,173,166,7,2.70,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035120001",259,273,14,10.19,97,83,14,3.81,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035120002",638,630,8,7.19,60,63,3,0.25,0,0,0,0.00,0,0,0,0.00,12,17,5,0.08
"420035128001",204,200,4,1.29,382,384,2,1.20,0,0,0,0.00,5,7,2,0.02,44,44,0,0.00
"420035129001",146,150,4,2.43,94,90,4,1.57,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035129002",57,61,4,0.92,192,188,4,3.08,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035138001",111,104,7,2.27,231,238,7,4.73,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035138002",64,63,1,0.20,247,244,3,2.29,0,0,0,0.00,0,0,0,0.00,12,16,4,0.15
"420035138003",27,25,2,0.34,131,133,2,1.66,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035140001",99,92,7,2.13,209,219,10,6.43,0,0,0,0.00,0,0,0,0.00,17,14,3,0.16
"420035140002",94,100,6,0.96,491,485,6,5.04,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035151001",238,256,18,11.27,142,124,18,6.73,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035151002",234,240,6,2.53,307,300,7,3.87,0,0,0,0.00,0,0,0,0.00,14,15,1,0.03
"420035151003",184,188,4,2.26,142,138,4,1.74,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035152001",411,419,8,5.63,164,159,5,1.40,0,0,0,0.00,0,0,0,0.00,9,6,3,0.05
"420035152002",369,397,28,18.75,182,154,28,9.25,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035153001",130,133,3,1.11,209,205,4,2.38,0,0,0,0.00,12,13,1,0.03,0,0,0,0.00
"420035153002",396,394,2,1.33,199,201,2,0.67,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035154011",419,399,20,18.50,34,54,20,1.50,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035154012",239,249,10,7.99,60,50,10,2.01,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035154013",345,345,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035161001",704,705,1,0.98,5,4,1,0.01,13,13,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035162001",296,306,10,8.00,48,41,7,0.91,0,0,0,0.00,12,10,2,0.06,14,13,1,0.04
"420035162002",329,342,13,8.78,131,109,22,5.92,27,36,9,0.50,0,0,0,0.00,0,0,0,0.00
"420035170001",261,262,1,0.86,41,40,1,0.14,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035170002",480,470,10,6.72,209,224,15,4.39,0,0,0,0.00,0,0,0,0.00,25,20,5,0.18
"420035180011",468,469,1,0.91,34,31,3,0.20,13,15,2,0.05,0,0,0,0.00,0,0,0,0.00
"420035180012",566,574,8,7.51,37,29,8,0.49,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035180013",389,387,2,1.69,71,73,2,0.31,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035190001",377,375,2,1.70,39,45,6,0.53,0,0,0,0.00,0,0,0,0.00,28,24,4,0.25
"420035190002",539,540,1,0.83,98,94,4,0.60,9,12,3,0.04,0,0,0,0.00,4,4,0,0.00
"420035190003",246,243,3,2.74,23,26,3,0.26,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035200011",598,599,1,0.77,143,135,8,1.48,22,26,4,0.11,11,14,3,0.04,0,0,0,0.00
"420035200012",724,727,3,2.70,76,74,2,0.19,0,0,0,0.00,4,3,1,0.00,0,0,0,0.00
"420035200021",412,423,11,9.12,85,74,11,1.88,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035200022",552,538,14,12.48,67,81,14,1.52,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035200023",412,418,6,5.44,42,36,6,0.56,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035211001",390,389,1,0.98,10,11,1,0.03,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035211002",434,439,5,4.09,92,90,2,0.35,0,0,0,0.00,0,0,0,0.00,4,1,3,0.02
"420035211003",642,625,17,12.71,210,229,19,4.64,0,0,0,0.00,0,0,0,0.00,7,5,2,0.02
"420035212001",709,698,11,7.69,182,194,12,2.15,66,75,9,0.59,13,9,4,0.05,44,38,6,0.26
"420035212002",370,373,3,2.82,10,9,1,0.03,13,11,2,0.07,0,0,0,0.00,0,0,0,0.00
"420035212003",615,618,3,2.86,20,16,4,0.12,11,12,1,0.02,0,0,0,0.00,0,0,0,0.00
"420035213011",377,373,4,3.00,86,82,4,0.69,39,47,8,0.62,0,0,0,0.00,0,0,0,0.00
"420035213012",494,484,10,7.59,111,120,9,1.53,10,12,2,0.03,0,0,0,0.00,36,35,1,0.06
"420035213013",248,246,2,1.49,51,54,3,0.46,33,32,1,0.10,0,0,0,0.00,0,0,0,0.00
"420035213014",482,497,15,12.73,25,27,2,0.09,40,29,11,0.77,0,0,0,0.00,21,15,6,0.22
"420035213021",418,428,10,6.10,125,109,16,2.92,102,110,8,1.19,0,0,0,0.00,40,38,2,0.12
"420035213022",416,430,14,10.29,82,70,12,1.74,14,9,5,0.12,26,23,3,0.14,28,34,6,0.30
"420035213023",524,525,1,0.95,21,21,0,0.00,7,6,1,0.01,0,0,0,0.00,0,0,0,0.00
"420035213024",234,226,8,6.41,58,66,8,1.59,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035214011",775,803,28,24.83,68,57,11,0.86,31,14,17,0.60,0,0,0,0.00,0,0,0,0.00
"420035214012",333,333,0,0.00,17,17,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035214021",463,478,15,13.49,0,0,0,0.00,52,37,15,1.51,0,0,0,0.00,0,0,0,0.00
"420035214022",448,449,1,0.94,31,30,1,0.06,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035214023",392,390,2,1.53,70,66,4,0.55,35,39,4,0.27,0,0,0,0.00,16,18,2,0.06
"420035215001",611,617,6,5.57,8,8,0,0.00,21,13,8,0.26,9,9,0,0.00,9,11,2,0.03
"420035215002",838,837,1,0.94,20,22,2,0.04,26,26,0,0.00,7,6,1,0.01,0,0,0,0.00
"420035215003",326,323,3,2.84,0,0,0,0.00,0,0,0,0.00,18,21,3,0.16,0,0,0,0.00
"420035220001",326,326,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035220002",657,656,1,0.80,156,156,0,0.00,0,0,0,0.00,0,0,0,0.00,11,12,1,0.01
"420035220003",405,405,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035231001",138,137,1,0.25,402,401,1,0.73,0,0,0,0.00,0,0,0,0.00,13,15,2,0.05
"420035231002",101,85,16,2.77,483,499,16,13.23,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035231003",32,28,4,0.44,260,264,4,3.56,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035231004",0,0,0,0.00,276,285,9,8.45,0,0,0,0.00,18,9,9,0.55,0,0,0,0.00
"420035232001",216,207,9,3.81,283,294,11,6.10,11,9,2,0.04,0,0,0,0.00,0,0,0,0.00
"420035232002",127,128,1,0.29,307,306,1,0.71,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035232003",261,256,5,3.11,159,164,5,1.89,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035232004",35,29,6,0.68,275,281,6,5.32,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035233001",259,251,8,6.22,63,69,6,1.14,0,0,0,0.00,0,0,0,0.00,11,13,2,0.07
"420035233002",562,569,7,6.24,34,27,7,0.38,25,20,5,0.20,0,0,0,0.00,9,14,5,0.07
"420035233003",131,128,3,1.41,147,150,3,1.59,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035233004",338,345,7,4.30,212,205,7,2.70,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035234001",466,463,3,2.36,126,129,3,0.64,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035234002",144,143,1,0.46,140,142,2,0.89,30,29,1,0.10,0,0,0,0.00,0,0,0,0.00
"420035234003",269,270,1,0.83,45,43,2,0.28,0,0,0,0.00,0,0,0,0.00,12,13,1,0.04
"420035234004",168,166,2,1.15,117,119,2,0.80,8,8,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035234005",368,358,10,7.45,116,128,12,2.82,0,0,0,0.00,0,0,0,0.00,10,8,2,0.04
"420035234006",332,329,3,2.87,15,18,3,0.13,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035235011",372,372,0,0.00,297,291,6,2.40,0,0,0,0.00,9,19,10,0.12,63,59,4,0.34
"420035235012",395,395,0,0.00,258,258,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035235013",357,357,0,0.00,203,205,2,0.70,0,0,0,0.00,0,0,0,0.00,19,17,2,0.07
"420035235021",578,568,10,8.68,64,74,10,0.96,24,24,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035236001",601,587,14,10.02,225,238,13,3.48,0,0,0,0.00,0,0,0,0.00,14,15,1,0.02
"420035236002",300,308,8,5.08,151,145,6,1.92,0,0,0,0.00,0,0,0,0.00,21,19,2,0.09
"420035236003",521,529,8,4.80,338,333,5,1.95,0,0,0,0.00,9,6,3,0.03,0,0,0,0.00
"420035237011",169,171,2,1.09,130,128,2,0.84,0,0,0,0.00,0,0,0,0.00,12,12,0,0.00
"420035237012",739,751,12,11.13,58,46,12,0.87,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035237013",343,336,7,6.45,9,10,1,0.02,20,26,6,0.32,0,0,0,0.00,0,0,0,0.00
"420035237014",332,332,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035237021",727,727,0,0.00,80,80,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035237022",458,473,15,9.05,267,259,8,2.81,17,11,6,0.13,0,0,0,0.00,17,16,1,0.02
"420035237023",482,481,1,0.80,113,114,1,0.19,9,9,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035237024",230,223,7,6.19,30,37,7,0.81,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035238001",530,525,5,4.51,43,51,8,0.59,0,0,0,0.00,0,0,0,0.00,15,12,3,0.08
"420035238002",279,282,3,2.33,81,78,3,0.68,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035238003",396,393,3,2.71,42,45,3,0.29,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035238004",761,759,2,1.94,11,6,5,0.07,0,0,0,0.00,0,0,0,0.00,13,20,7,0.12
"420035240001",195,199,4,2.87,39,42,3,0.43,0,0,0,0.00,0,0,0,0.00,38,31,7,0.98
"420035240002",466,470,4,3.65,45,41,4,0.35,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035240003",303,299,4,3.55,38,42,4,0.45,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035251001",948,949,1,0.97,25,24,1,0.03,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035252001",806,806,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035252002",267,268,1,0.92,23,22,1,0.08,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035253001",288,288,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035253002",599,601,2,1.93,0,0,0,0.00,22,20,2,0.07,0,0,0,0.00,0,0,0,0.00
"420035261011",332,332,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035261012",817,808,9,7.81,90,99,9,0.86,15,18,3,0.05,19,16,3,0.06,0,0,0,0.00
"420035261013",869,859,10,9.23,32,32,0,0.00,15,19,4,0.06,0,0,0,0.00,26,32,6,0.17
"420035261014",569,569,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035261021",825,825,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035262011",478,481,3,2.85,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,25,22,3,0.15
"420035262012",865,868,3,2.72,58,52,6,0.37,0,0,0,0.00,0,0,0,0.00,30,33,3,0.09
"420035262021",446,442,4,3.60,0,0,0,0.00,50,54,4,0.40,0,0,0,0.00,0,0,0,0.00
"420035262022",887,893,6,5.52,36,33,3,0.11,42,39,3,0.13,0,0,0,0.00,0,0,0,0.00
"420035262023",406,413,7,5.31,94,90,4,0.70,8,6,2,0.03,0,0,0,0.00,27,26,1,0.05
"420035263011",703,705,2,1.95,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,19,17,2,0.05
"420035263012",848,846,2,1.90,44,46,2,0.10,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035263021",735,732,3,2.86,27,29,2,0.07,0,0,0,0.00,0,0,0,0.00,9,10,1,0.01
"420035263022",400,400,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420035263023",486,476,10,8.24,96,105,9,1.46,0,0,0,0.00,0,0,0,0.00,8,9,1,0.01
"420035263024",426,437,11,10.41,24,13,11,0.59,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
