stcotrbg,adj_acs_1,sp_1,diff_1,w_diff_1,adj_acs_2,sp_2,diff_2,w_diff_2,adj_acs_3,sp_3,diff_3,w_diff_3,adj_acs_4,sp_4,diff_4,w_diff_4,adj_acs_5,sp_5,diff_5,w_diff_5,adj_acs_6,sp_6,diff_6,w_diff_6,adj_acs_7,sp_7,diff_7,w_diff_7
"420031918004",11,6,5,0.16,150,149,1,0.44,77,88,11,2.46,40,37,3,0.35,18,15,3,0.16,48,49,1,0.14,0,0,0,0.00
"420031918005",9,5,4,0.11,49,44,5,0.78,77,81,4,0.97,29,31,2,0.18,54,56,2,0.34,17,20,3,0.16,81,79,2,0.51
"420031918006",12,8,4,0.11,48,57,9,1.02,19,23,4,0.18,141,142,1,0.33,91,93,2,0.43,83,73,10,1.95,31,29,2,0.15
"420031918007",0,0,0,0.00,18,14,4,0.18,65,65,0,0.00,122,107,15,4.52,61,61,0,0.00,81,85,4,0.80,58,73,15,2.15
"420031919001",32,41,9,0.85,29,24,5,0.43,54,51,3,0.48,52,50,2,0.31,91,86,5,1.34,46,52,6,0.81,36,36,0,0.00
"420031919002",16,15,1,0.04,91,88,3,0.72,94,106,12,2.99,66,64,2,0.35,75,74,1,0.20,18,17,1,0.05,17,13,4,0.18
"420031919003",19,21,2,0.14,68,66,2,0.48,13,11,2,0.09,55,57,2,0.39,54,54,0,0.00,19,17,2,0.14,53,55,2,0.38
"420031920001",28,29,1,0.08,55,52,3,0.48,16,7,9,0.42,13,15,2,0.08,99,119,20,5.76,20,13,7,0.41,113,109,4,1.31
"420031920002",31,26,5,0.54,9,5,4,0.13,31,28,3,0.32,73,54,19,4.82,38,53,15,1.98,13,15,2,0.09,93,107,14,4.52
"420031920003",21,18,3,0.19,30,22,8,0.73,64,71,7,1.35,59,56,3,0.53,94,91,3,0.85,52,66,14,2.20,11,7,4,0.13
"420031920004",24,19,5,0.28,104,98,6,1.45,98,86,12,2.74,63,76,13,1.91,72,73,1,0.17,26,32,6,0.36,42,45,3,0.29
"420031920005",31,37,6,0.68,10,16,6,0.22,25,28,3,0.27,117,99,18,7.71,26,22,4,0.38,12,12,0,0.00,52,59,7,1.33
"420032022001",0,0,0,0.00,93,95,2,0.32,85,90,5,0.74,113,112,1,0.20,180,173,7,2.18,41,43,2,0.14,65,64,1,0.11
"420032022002",95,91,4,1.73,0,0,0,0.00,48,50,2,0.44,59,68,9,2.41,0,0,0,0.00,11,6,5,0.25,7,5,2,0.06
"420032022003",0,0,0,0.00,12,21,9,0.38,53,54,1,0.18,33,29,4,0.46,62,57,5,1.08,56,52,4,0.78,72,75,3,0.75
"420032023001",42,39,3,0.28,169,174,5,1.85,34,26,8,0.60,103,104,1,0.23,76,89,13,2.17,21,15,6,0.28,11,9,2,0.05
"420032023002",0,0,0,0.00,52,49,3,0.33,104,111,7,1.54,92,93,1,0.19,128,118,10,2.71,35,30,5,0.37,61,71,10,1.29
"420032023003",0,0,0,0.00,24,27,3,0.20,46,38,8,1.02,106,99,7,2.06,40,36,4,0.44,79,89,10,2.19,65,71,6,1.08
"420032023004",92,80,12,1.51,212,217,5,1.45,138,144,6,1.13,54,56,2,0.15,40,44,4,0.22,61,61,0,0.00,136,131,5,0.93
"420032107001",68,70,2,0.19,99,87,12,1.69,66,56,10,0.94,123,144,21,3.68,248,247,1,0.35,49,48,1,0.07,49,50,1,0.07
"420032107002",23,26,3,0.21,20,25,5,0.30,87,97,10,2.60,64,48,16,3.07,50,49,1,0.15,33,30,3,0.30,57,59,2,0.34
"420032206001",11,11,0,0.00,210,218,8,1.92,80,76,4,0.37,126,133,7,1.01,168,166,2,0.38,144,138,6,0.99,134,131,3,0.46
"420032206002",0,0,0,0.00,38,45,7,1.42,32,33,1,0.17,40,30,10,2.14,12,14,2,0.13,65,65,0,0.00,0,0,0,0.00
"420032406001",34,29,5,0.22,261,246,15,5.09,88,98,10,1.14,159,176,17,3.51,85,90,5,0.55,75,54,21,2.05,67,76,9,0.78
"420032406002",46,46,0,0.00,131,127,4,0.90,51,63,12,1.06,105,109,4,0.72,94,93,1,0.16,80,80,0,0.00,73,62,11,1.38
"420032412001",7,10,3,0.13,70,62,8,3.35,36,36,0,0.00,0,0,0,0.00,19,17,2,0.23,22,25,3,0.40,13,17,4,0.31
"420032412002",0,0,0,0.00,9,12,3,0.11,32,41,9,1.18,73,70,3,0.89,69,65,4,1.13,32,29,3,0.39,30,28,2,0.24
"420032503001",44,54,10,0.83,44,38,6,0.50,97,86,11,2.02,124,118,6,1.41,144,163,19,5.19,58,53,5,0.55,16,15,1,0.03
"420032507001",15,19,4,0.19,36,41,5,0.58,47,38,9,1.36,117,115,2,0.75,71,70,1,0.23,4,7,3,0.04,22,22,0,0.00
"420032509001",7,5,2,0.04,133,152,19,6.94,22,34,12,0.73,141,116,25,9.68,49,48,1,0.13,12,9,3,0.10,0,0,0,0.00
"420032509002",0,0,0,0.00,18,21,3,0.22,13,14,1,0.05,62,72,10,2.50,89,87,2,0.72,51,41,10,2.06,15,13,2,0.12
"420032602001",0,0,0,0.00,86,80,6,1.83,57,67,10,2.02,62,70,8,1.76,40,31,9,1.28,23,18,5,0.41,14,16,2,0.10
"420032602002",0,0,0,0.00,143,143,0,0.00,34,40,6,0.49,59,61,2,0.28,83,85,2,0.40,28,22,6,0.40,71,67,4,0.68
"420032602003",0,0,0,0.00,75,72,3,0.96,31,31,0,0.00,67,69,2,0.57,41,42,1,0.17,6,5,1,0.03,15,16,1,0.06
"420032607001",0,0,0,0.00,76,64,12,2.89,57,67,10,1.80,64,66,2,0.41,46,47,1,0.15,28,26,2,0.18,45,46,1,0.14
"420032607002",34,34,0,0.00,117,118,1,0.28,37,43,6,0.54,148,149,1,0.36,34,33,1,0.08,30,25,5,0.36,14,12,2,0.07
"420032609001",134,147,13,3.79,107,96,11,2.56,73,71,2,0.32,25,20,5,0.27,21,26,5,0.23,36,34,2,0.16,64,66,2,0.28
"420032612001",5,7,2,0.02,113,115,2,0.47,50,46,4,0.42,115,121,6,1.43,86,77,9,1.61,59,59,0,0.00,53,56,3,0.33
"420032614001",0,0,0,0.00,76,74,2,0.58,12,16,4,0.18,105,109,4,1.59,30,33,3,0.34,31,28,3,0.35,10,4,6,0.23
"420032614002",30,34,4,0.51,23,22,1,0.10,55,55,0,0.00,8,3,5,0.17,23,22,1,0.10,29,29,0,0.00,68,71,3,0.86
"420032614003",0,0,0,0.00,40,43,3,0.38,0,0,0,0.00,142,151,9,4.01,27,22,5,0.42,55,55,0,0.00,55,48,7,1.21
"420032614004",22,24,2,0.19,35,35,0,0.00,48,42,6,1.26,18,21,3,0.24,70,69,1,0.31,35,37,2,0.31,0,0,0,0.00
"420032615001",0,0,0,0.00,24,20,4,0.26,44,45,1,0.12,138,137,1,0.37,58,66,8,1.25,31,30,1,0.08,77,74,3,0.62
"420032615002",26,23,3,0.20,114,112,2,0.59,74,86,12,2.29,47,45,2,0.24,80,84,4,0.83,38,31,7,0.69,8,6,2,0.04
"420032620001",13,11,2,0.04,117,122,5,1.01,57,55,2,0.20,66,72,6,0.68,94,98,4,0.65,112,113,1,0.19,122,110,12,2.52
"420032620002",18,18,0,0.00,50,63,13,2.28,77,62,15,4.05,126,133,7,3.09,5,3,2,0.04,9,6,3,0.09,0,0,0,0.00
"420032620003",0,0,0,0.00,42,43,1,0.14,42,37,5,0.71,25,26,1,0.09,92,104,12,3.76,29,22,7,0.69,64,62,2,0.44
"420032701001",14,7,7,0.15,150,184,34,7.62,133,131,2,0.40,176,173,3,0.79,68,58,10,1.02,56,59,3,0.25,72,57,15,1.61
"420032701002",0,0,0,0.00,89,90,1,0.19,105,102,3,0.66,149,151,2,0.63,63,55,8,1.06,19,16,3,0.12,49,60,11,1.14
"420032703001",18,17,1,0.03,115,127,12,2.54,95,93,2,0.35,75,71,4,0.55,118,117,1,0.22,80,89,9,1.32,43,30,13,1.03
"420032703002",14,14,0,0.00,35,37,2,0.21,47,42,5,0.69,54,65,11,1.74,45,53,8,1.06,44,37,7,0.90,102,93,9,2.69
"420032704001",18,19,1,0.04,38,50,12,0.96,61,58,3,0.39,176,173,3,1.12,76,73,3,0.48,15,14,1,0.03,89,86,3,0.56
"420032708001",26,19,7,0.52,5,2,3,0.04,52,63,11,1.62,98,95,3,0.84,50,48,2,0.28,35,33,2,0.20,86,92,6,1.47
"420032708002",0,0,0,0.00,84,74,10,1.81,69,69,0,0.00,117,123,6,1.51,73,73,0,0.00,57,63,6,0.74,64,62,2,0.28
"420032708003",0,0,0,0.00,75,74,1,0.18,52,57,5,0.63,95,83,12,2.75,119,123,4,1.15,32,38,6,0.46,42,40,2,0.20
"420032715001",0,0,0,0.00,45,37,8,1.00,108,122,14,4.21,117,114,3,0.98,48,45,3,0.40,18,14,4,0.20,23,27,4,0.26
"420032715002",56,50,6,0.64,115,133,18,3.95,42,31,11,0.88,101,108,7,1.35,113,103,10,2.16,49,56,7,0.65,48,43,5,0.46
"420032715003",0,0,0,0.00,93,102,9,1.78,44,37,7,0.65,135,120,15,4.30,148,152,4,1.26,24,24,0,0.00,27,36,9,0.52
"420032814001",8,9,1,0.02,49,35,14,1.87,30,28,2,0.16,63,68,5,0.86,127,126,1,0.35,22,29,7,0.42,67,71,4,0.73
"420032814002",136,145,9,1.96,63,73,10,1.01,62,51,11,1.09,184,195,11,3.23,65,60,5,0.52,19,19,0,0.00,97,83,14,2.17
"420032815001",0,0,0,0.00,33,36,3,0.44,13,10,3,0.17,78,70,8,2.80,47,52,5,1.05,40,40,0,0.00,12,15,3,0.16
"420032815002",7,6,1,0.02,67,66,1,0.16,87,87,0,0.00,147,149,2,0.72,53,52,1,0.13,29,25,4,0.28,20,25,5,0.24
"420032901001",21,26,5,0.35,51,45,6,1.03,35,34,1,0.12,50,52,2,0.34,84,87,3,0.85,16,19,3,0.16,40,34,6,0.81
"420032901002",49,47,2,0.34,8,4,4,0.11,39,38,1,0.13,73,67,6,1.51,50,55,5,0.86,10,9,1,0.03,61,70,9,1.89
"420032901003",0,0,0,0.00,39,32,7,0.86,118,103,15,5.58,56,77,21,3.71,18,13,5,0.28,64,70,6,1.21,22,22,0,0.00
"420032902001",0,0,0,0.00,114,120,6,1.77,56,55,1,0.15,56,56,0,0.00,42,50,8,0.87,60,52,8,1.24,58,53,5,0.75
"420032902002",0,0,0,0.00,27,19,8,0.48,11,8,3,0.07,54,51,3,0.36,99,115,16,3.54,107,93,14,3.35,149,161,12,4.00
"420032902003",0,0,0,0.00,66,70,4,0.99,30,22,8,0.90,27,32,5,0.51,64,61,3,0.72,13,15,2,0.10,67,67,0,0.00
"420032902004",0,0,0,0.00,51,42,9,1.63,76,76,0,0.00,49,50,1,0.17,54,60,6,1.15,24,32,8,0.68,28,22,6,0.60
"420032902005",66,69,3,0.51,43,35,8,0.89,38,39,1,0.10,75,79,4,0.78,112,112,0,0.00,31,33,2,0.16,20,18,2,0.10
"420032904001",0,0,0,0.00,42,45,3,0.54,70,78,8,2.41,41,41,0,0.00,39,31,8,1.34,11,9,2,0.09,29,28,1,0.13
"420032904002",35,30,5,0.32,74,84,10,1.34,85,89,4,0.62,107,117,10,1.94,110,104,6,1.20,96,84,12,2.09,44,43,1,0.08
"420032904003",0,0,0,0.00,23,18,5,0.36,51,56,5,0.81,62,72,10,1.96,76,69,7,1.68,29,36,7,0.64,75,65,10,2.37
"420032904004",0,0,0,0.00,51,63,12,1.52,70,69,1,0.17,132,116,16,5.24,79,89,10,1.96,18,18,0,0.00,53,48,5,0.66
"420032904005",0,0,0,0.00,64,64,0,0.00,22,20,2,0.16,76,84,8,2.24,68,67,1,0.25,31,28,3,0.34,10,8,2,0.07
"420033001001",0,0,0,0.00,29,26,3,0.60,12,16,4,0.33,88,91,3,1.81,12,10,2,0.16,5,3,2,0.07,0,0,0,0.00
"420033001002",0,0,0,0.00,81,77,4,1.72,52,67,15,4.15,26,22,4,0.55,6,6,0,0.00,0,0,0,0.00,23,16,7,0.86
"420033001003",14,13,1,0.04,31,22,9,0.81,46,42,4,0.53,16,16,0,0.00,118,129,11,3.75,66,71,5,0.95,55,53,2,0.32
"420033001004",39,47,8,1.11,72,76,4,1.03,45,44,1,0.16,51,44,7,1.28,33,32,1,0.12,25,25,0,0.00,15,12,3,0.16
"420033001005",0,0,0,0.00,42,36,6,1.17,72,80,8,2.68,29,31,2,0.27,18,11,7,0.59,37,44,7,1.20,17,13,4,0.32
"420033001006",27,39,12,1.14,77,73,4,1.08,13,11,2,0.09,40,30,10,1.40,79,85,6,1.66,19,23,4,0.27,30,24,6,0.63
"420033102001",20,17,3,0.20,11,10,1,0.04,48,53,5,0.82,48,51,3,0.49,63,69,6,1.29,57,46,11,2.14,46,47,1,0.16
"420033102002",0,0,0,0.00,39,42,3,0.43,33,37,4,0.48,90,91,1,0.33,28,27,1,0.10,20,22,2,0.15,65,56,9,2.13
"420033102003",0,0,0,0.00,19,16,3,0.22,12,9,3,0.14,102,101,1,0.39,72,77,5,1.37,10,8,2,0.08,47,51,4,0.72
"420033102004",27,28,1,0.08,23,19,4,0.27,104,92,12,3.62,84,93,9,2.19,21,20,1,0.06,44,44,0,0.00,42,49,7,0.85
"420033102005",0,0,0,0.00,12,14,2,0.09,48,54,6,1.03,91,101,10,3.25,35,26,9,1.13,31,25,6,0.66,63,60,3,0.68
"420033103001",0,0,0,0.00,37,47,10,0.92,45,35,10,1.12,72,70,2,0.36,113,119,6,1.68,75,71,4,0.74,61,61,0,0.00
"420033204001",0,0,0,0.00,30,28,2,0.19,66,81,15,3.21,45,50,5,0.73,92,90,2,0.60,28,16,12,1.09,47,43,4,0.61
"420033204002",0,0,0,0.00,37,49,12,1.59,21,16,5,0.38,101,99,2,0.72,73,75,2,0.52,17,13,4,0.24,30,27,3,0.32
"420033204003",40,33,7,1.04,54,65,11,2.22,12,6,6,0.27,81,79,2,0.60,23,27,4,0.34,25,29,4,0.37,33,29,4,0.49
"420033206001",12,10,2,0.05,42,36,6,0.52,128,140,12,3.18,120,117,3,0.75,104,103,1,0.22,59,60,1,0.12,18,17,1,0.04
"420033206002",0,0,0,0.00,134,151,17,4.50,57,53,4,0.45,122,130,8,1.93,49,55,6,0.58,64,63,1,0.13,80,54,26,4.11
"420033207001",21,13,8,0.34,95,98,3,0.58,72,68,4,0.58,100,101,1,0.20,78,97,19,3.01,68,62,6,0.83,59,54,5,0.60
"420033207002",0,0,0,0.00,6,4,2,0.05,84,100,16,5.67,46,36,10,1.94,29,31,2,0.24,12,15,3,0.15,60,51,9,2.28
"420034011001",30,31,1,0.04,126,145,19,3.44,85,91,6,0.73,209,211,2,0.60,69,70,1,0.10,123,103,20,3.54,53,44,9,0.69
"420034011002",0,0,0,0.00,32,26,6,0.37,75,82,7,1.01,133,134,1,0.26,58,58,0,0.00,93,93,0,0.00,130,128,2,0.50
"420034011003",13,16,3,0.10,16,17,1,0.04,23,20,3,0.18,103,92,11,3.01,142,154,12,4.52,46,48,2,0.24,34,30,4,0.36
"420034011004",0,0,0,0.00,66,65,1,0.15,115,114,1,0.26,62,62,0,0.00,94,85,9,1.88,30,41,11,0.73,83,83,0,0.00
"420034012001",0,0,0,0.00,52,50,2,0.45,14,13,1,0.06,61,55,6,1.60,47,60,13,2.67,32,29,3,0.42,23,22,1,0.10
"420034012002",27,28,1,0.05,45,31,14,1.16,177,178,1,0.32,92,90,2,0.34,92,109,17,2.87,36,34,2,0.13,76,75,1,0.14
"420034012003",0,0,0,0.00,27,29,2,0.16,70,70,0,0.00,98,103,5,1.41,67,61,6,1.16,23,20,3,0.20,62,64,2,0.36
"420034012004",0,0,0,0.00,22,24,2,0.13,77,87,10,2.25,32,31,1,0.09,115,103,12,4.04,50,50,0,0.00,46,47,1,0.13
"420034013001",0,0,0,0.00,17,19,2,0.06,96,74,22,3.72,134,154,20,4.73,138,142,4,0.97,34,28,6,0.36,148,150,2,0.52
"420034013002",17,14,3,0.18,22,18,4,0.32,38,36,2,0.27,69,71,2,0.49,61,54,7,1.53,32,38,6,0.69,40,48,8,1.15
"420034013003",0,0,0,0.00,23,20,3,0.21,82,88,6,1.53,42,48,6,0.78,69,67,2,0.43,36,27,9,1.01,70,72,2,0.43
"420034020001",5,6,1,0.02,47,38,9,1.66,32,34,2,0.25,56,58,2,0.44,13,14,1,0.05,48,44,4,0.75,54,61,7,1.48
"420034020002",7,6,1,0.03,14,15,1,0.05,42,46,4,0.62,75,90,15,4.12,97,77,20,7.11,15,13,2,0.11,23,26,3,0.25
"420034020003",0,0,0,0.00,96,87,9,1.71,106,107,1,0.21,96,91,5,0.95,94,91,3,0.56,39,40,1,0.08,75,90,15,2.22
"420034020004",8,12,4,0.07,45,50,5,0.49,54,61,7,0.82,98,100,2,0.43,72,76,4,0.63,108,90,18,4.23,75,71,4,0.65
"420034035001",0,0,0,0.00,82,72,10,2.22,33,22,11,0.98,83,97,14,3.15,41,45,4,0.44,33,44,11,0.98,97,89,8,2.10
"420034035002",0,0,0,0.00,79,67,12,3.03,41,47,6,0.79,54,48,6,1.04,134,146,12,5.14,5,5,0,0.00,0,0,0,0.00
"420034035003",0,0,0,0.00,34,45,11,0.74,130,127,3,0.78,140,140,0,0.00,53,39,14,1.48,54,64,10,1.07,92,88,4,0.73
"420034035004",0,0,0,0.00,65,70,5,0.65,95,93,2,0.38,158,155,3,0.94,65,58,7,0.91,53,57,4,0.42,66,69,3,0.39
"420034035005",50,50,0,0.00,92,105,13,3.71,70,59,11,2.39,9,11,2,0.06,76,76,0,0.00,17,14,3,0.16,8,7,1,0.02
"420034040001",7,5,2,0.02,155,151,4,0.88,114,135,21,3.41,111,109,2,0.32,127,118,9,1.63,56,47,9,0.72,133,138,5,0.95
"420034050001",0,0,0,0.00,33,36,3,0.36,42,38,4,0.61,56,70,14,2.86,55,50,5,1.00,33,25,8,0.96,55,55,0,0.00
"420034050002",0,0,0,0.00,11,9,2,0.10,48,46,2,0.43,48,51,3,0.64,57,56,1,0.25,18,21,3,0.24,43,42,1,0.19
"420034060001",5,2,3,0.02,39,34,5,0.28,102,103,1,0.14,231,223,8,2.62,163,171,8,1.85,67,66,1,0.09,99,107,8,1.12
"420034060002",0,0,0,0.00,24,20,4,0.37,68,87,19,5.03,51,48,3,0.60,56,61,5,1.09,24,11,13,1.21,34,30,4,0.53
"420034070011",0,0,0,0.00,75,73,2,0.51,64,54,10,2.18,24,23,1,0.08,84,97,13,3.73,42,45,3,0.43,4,1,3,0.04
"420034070012",0,0,0,0.00,117,102,15,3.09,141,156,15,3.72,101,97,4,0.71,111,113,2,0.39,47,53,6,0.50,51,47,4,0.36
"420034070013",0,0,0,0.00,41,42,1,0.06,74,78,4,0.45,106,108,2,0.32,185,169,16,4.51,107,113,6,0.98,143,146,3,0.65
"420034070014",0,0,0,0.00,42,43,1,0.06,121,129,8,1.47,158,157,1,0.24,164,152,12,2.99,84,65,19,2.42,90,113,23,3.14
"420034070021",0,0,0,0.00,55,56,1,0.09,102,116,14,2.45,231,215,16,6.35,81,83,2,0.28,22,28,6,0.23,91,84,7,1.09
"420034070022",0,0,0,0.00,105,94,11,1.80,86,92,6,0.80,115,118,3,0.54,140,138,2,0.44,86,74,12,1.61,110,126,16,2.74
"420034070023",0,0,0,0.00,42,47,5,0.65,66,58,8,1.63,57,69,12,2.11,84,78,6,1.56,10,12,2,0.06,65,60,5,1.00
"420034070024",0,0,0,0.00,142,143,1,0.13,213,208,5,1.01,285,288,3,0.81,185,184,1,0.17,148,143,5,0.70,86,93,7,0.57
"420034080011",0,0,0,0.00,52,46,6,0.67,92,89,3,0.59,118,124,6,1.52,82,78,4,0.70,86,100,14,2.58,37,30,7,0.55
"420034080012",0,0,0,0.00,0,0,0,0.00,238,236,2,0.59,252,260,8,2.50,135,126,9,1.50,37,37,0,0.00,146,149,3,0.54
"420034080013",0,0,0,0.00,0,0,0,0.00,58,46,12,1.09,124,111,13,2.52,79,87,8,0.99,130,123,7,1.42,249,273,24,9.34
"420034080021",19,22,3,0.04,107,103,4,0.33,299,281,18,4.13,458,506,48,16.86,185,180,5,0.71,119,108,11,1.00,117,104,13,1.17
"420034080022",11,11,0,0.00,128,128,0,0.00,181,213,32,5.79,224,220,4,0.90,176,142,34,5.98,231,238,7,1.62,49,48,1,0.05
"420034090001",0,0,0,0.00,95,91,4,0.33,273,272,1,0.24,349,345,4,1.22,275,280,5,1.20,92,100,8,0.64,64,60,4,0.22
"420034090002",0,0,0,0.00,32,32,0,0.00,129,99,30,5.67,397,411,14,8.15,76,78,2,0.22,31,42,11,0.50,17,20,3,0.07
"420034090003",0,0,0,0.00,74,60,14,0.95,370,385,15,5.10,342,346,4,1.26,221,216,5,1.02,47,48,1,0.04,34,33,1,0.03
"420034090004",9,10,1,0.01,339,315,24,8.02,133,135,2,0.26,308,325,17,5.16,26,28,2,0.05,48,56,8,0.38,152,146,6,0.90
"420034100001",0,0,0,0.00,58,48,10,1.22,50,51,1,0.11,103,99,4,0.87,103,104,1,0.22,93,104,11,2.16,67,68,1,0.14
"420034110001",8,3,5,0.10,21,26,5,0.26,107,105,2,0.52,141,141,0,0.00,81,78,3,0.60,0,0,0,0.00,50,55,5,0.61
"420034110002",0,0,0,0.00,93,80,13,1.22,220,243,23,5.12,328,315,13,4.32,161,160,1,0.16,79,88,9,0.72,107,102,5,0.54
"420034110003",0,0,0,0.00,49,50,1,0.05,254,253,1,0.25,369,360,9,3.26,269,281,12,3.17,38,38,0,0.00,40,37,3,0.12
"420034120011",0,0,0,0.00,143,146,3,0.49,277,290,13,4.15,277,264,13,4.15,82,91,9,0.85,57,51,6,0.39,32,26,6,0.22
"420034120012",0,0,0,0.00,112,120,8,1.32,148,138,10,2.18,174,184,10,2.56,95,94,1,0.14,73,70,3,0.32,78,74,4,0.46
"420034120013",0,0,0,0.00,68,74,6,0.61,129,108,21,4.06,195,212,17,4.96,191,180,11,3.15,82,86,4,0.49,3,8,5,0.02
"420034120014",0,0,0,0.00,24,28,4,0.12,197,202,5,1.21,256,261,5,1.57,150,152,2,0.37,133,127,6,0.98,54,44,10,0.66
"420034120021",8,7,1,0.01,72,68,4,0.28,208,223,15,3.07,299,306,7,2.06,277,258,19,5.18,92,86,6,0.54,61,69,8,0.48
"420034120022",0,0,0,0.00,89,83,6,0.79,105,103,2,0.31,180,175,5,1.33,153,150,3,0.68,67,72,5,0.50,82,93,11,1.33
"420034131001",0,0,0,0.00,35,38,3,0.24,48,48,0,0.00,71,57,14,2.24,165,175,10,3.72,90,99,9,1.83,34,26,8,0.61
"420034131002",109,118,9,1.08,168,194,26,4.81,159,172,13,2.28,226,207,19,4.73,91,80,11,1.10,90,82,8,0.79,65,55,10,0.72
"420034131003",0,0,0,0.00,23,22,1,0.05,88,90,2,0.37,167,168,1,0.35,40,38,2,0.17,99,101,2,0.42,54,52,2,0.23
"420034131004",48,51,3,0.19,156,163,7,1.44,86,92,6,0.68,225,230,5,1.48,206,172,34,9.23,27,37,10,0.36,11,14,3,0.04
"420034132011",0,0,0,0.00,20,14,6,0.33,44,36,8,0.98,74,84,10,2.06,104,118,14,4.06,85,82,3,0.71,32,25,7,0.62
"420034132012",0,0,0,0.00,69,64,5,0.68,93,83,10,1.82,51,50,1,0.10,196,208,12,4.60,45,44,1,0.09,57,62,5,0.56
"420034132013",28,23,5,0.19,75,91,16,1.66,162,161,1,0.22,157,150,7,1.52,134,131,3,0.56,74,77,3,0.31,91,88,3,0.38
"420034132021",0,0,0,0.00,33,37,4,0.30,127,119,8,2.28,107,105,2,0.48,73,81,8,1.31,77,76,1,0.17,29,28,1,0.07
"420034132022",0,0,0,0.00,16,17,1,0.02,162,156,6,1.26,195,221,26,6.57,215,209,6,1.67,87,71,16,1.80,97,98,1,0.13
"420034133001",0,0,0,0.00,50,52,2,0.16,124,111,13,2.53,95,91,4,0.60,199,213,14,4.37,72,77,5,0.56,98,94,4,0.61
"420034133002",7,1,6,0.04,78,71,7,0.56,155,146,9,1.43,266,276,10,2.72,109,89,20,2.23,169,186,17,2.94,194,209,15,2.98
"420034133003",0,0,0,0.00,19,21,2,0.16,26,28,2,0.22,38,38,0,0.00,118,124,6,2.94,22,15,7,0.64,18,15,3,0.22
"420034134001",0,0,0,0.00,116,108,8,1.51,110,100,10,1.79,128,130,2,0.42,116,134,18,3.39,66,60,6,0.64,80,84,4,0.52
"420034134002",0,0,0,0.00,33,37,4,0.27,52,46,6,0.64,56,50,6,0.69,201,186,15,6.18,90,102,12,2.21,56,67,11,1.26
"420034134003",18,17,1,0.03,33,21,12,0.73,116,127,11,2.34,124,125,1,0.23,154,162,8,2.26,71,64,7,0.91,30,30,0,0.00
"420034135001",0,0,0,0.00,47,45,2,0.23,28,32,4,0.28,118,114,4,1.17,49,51,2,0.24,115,117,2,0.57,46,44,2,0.23
"420034135002",38,35,3,0.12,162,157,5,0.84,142,154,12,1.76,195,184,11,2.21,286,282,4,1.18,109,122,13,1.46,37,35,2,0.08
"420034135003",13,16,3,0.07,139,134,5,1.17,140,143,3,0.71,102,105,3,0.52,105,100,5,0.89,28,33,5,0.24,66,62,4,0.45
"420034135004",121,112,9,1.37,94,77,17,2.01,28,38,10,0.35,67,67,0,0.00,131,146,15,2.47,134,136,2,0.34,222,221,1,0.28
"420034141011",0,0,0,0.00,72,69,3,0.25,125,108,17,2.47,236,251,15,4.12,247,240,7,2.01,78,80,2,0.18,101,111,10,1.18
"420034141012",0,0,0,0.00,40,37,3,0.27,88,86,2,0.40,178,186,8,3.22,67,72,5,0.76,58,49,9,1.18,11,12,1,0.02
"420034141013",0,0,0,0.00,16,13,3,0.16,52,57,5,0.89,90,88,2,0.62,71,75,4,0.97,53,53,0,0.00,10,6,4,0.14
"420034141014",0,0,0,0.00,79,72,7,1.41,115,121,6,1.76,100,93,7,1.78,32,35,3,0.24,48,48,0,0.00,19,24,5,0.24
"420034141021",12,11,1,0.01,150,143,7,0.95,197,210,13,2.31,217,211,6,1.18,247,245,2,0.45,164,176,12,1.78,121,112,9,0.98
"420034141022",0,0,0,0.00,0,0,0,0.00,171,180,9,1.42,347,357,10,3.21,182,202,20,3.36,185,180,5,0.85,197,163,34,6.19
"420034141023",0,0,0,0.00,43,46,3,0.17,161,163,2,0.42,135,145,10,1.75,173,166,7,1.57,185,189,4,0.96,74,62,12,1.15
"420034142001",0,0,0,0.00,75,66,9,0.59,260,286,26,5.90,309,309,0,0.00,259,243,16,3.62,114,121,7,0.70,129,121,8,0.90
"420034142002",0,0,0,0.00,57,67,10,1.42,47,45,2,0.23,123,124,1,0.31,67,56,11,1.84,48,56,8,0.96,59,53,6,0.88
"420034142003",9,6,3,0.04,20,15,5,0.14,100,98,2,0.27,183,187,4,1.00,198,204,6,1.63,115,103,12,1.89,104,116,12,1.71
"420034150011",0,0,0,0.00,13,14,1,0.04,96,114,18,4.73,149,139,10,4.08,42,38,4,0.46,56,51,5,0.77,9,9,0,0.00
"420034150012",0,0,0,0.00,21,21,0,0.00,73,72,1,0.12,167,146,21,5.80,183,198,15,4.54,93,94,1,0.15,68,74,6,0.67
"420034150013",0,0,0,0.00,179,179,0,0.00,159,149,10,2.15,203,204,1,0.28,75,86,11,1.12,51,54,3,0.21,71,66,5,0.48
"420034150021",0,0,0,0.00,76,82,6,0.87,48,44,4,0.37,206,189,17,6.70,99,106,7,1.33,64,68,4,0.49,30,34,4,0.23
"420034150022",0,0,0,0.00,25,35,10,0.57,87,87,0,0.00,120,126,6,1.66,145,139,6,2.00,49,44,5,0.56,9,4,5,0.10
"420034160001",12,8,4,0.10,59,67,8,1.01,60,65,5,0.64,137,136,1,0.29,66,70,4,0.56,32,24,8,0.55,103,99,4,0.88
