serialno,rt,division,puma,region,st,adjhsg,adjinc,wgtp,np,type,acr,ags,bds,bld,bus,conp,elep,fs,fulp,gasp,hfl,insp,mhp,mrgi,mrgp,mrgt,mrgx,rms,rntm,rntp,smp,tel,ten,vacs,val,veh,watp,ybl,fes,fincp,fparc,grntp,grpip,hhl,hht,hincp,hugcl,hupac,hupaoc,huparc,kit,lngi,mv,noc,npf,npp,nr,nrc,ocpip,partner,plm,psf,r18,r60,r65,resmode,smocp,smx,srnt,sval,taxp,wif,wkexrel,workstat,facrp,fagsp,fbdsp,fbldp,fbusp,fconp,felep,ffsp,ffulp,fgasp,fhflp,finsp,fkitp,fmhp,fmrgip,fmrgp,fmrgtp,fmrgxp,fmvp,fplmp,frmsp,frntmp,frntp,fsmp,fsmxhp,fsmxsp,ftaxp,ftelp,ftenp,fvacsp,fvalp,fvehp,fwatp,fyblp,wgtp1,wgtp2,wgtp3,wgtp4,wgtp5,wgtp6,wgtp7,wgtp8,wgtp9,wgtp10,wgtp11,wgtp12,wgtp13,wgtp14,wgtp15,wgtp16,wgtp17,wgtp18,wgtp19,wgtp20,wgtp21,wgtp22,wgtp23,wgtp24,wgtp25,wgtp26,wgtp27,wgtp28,wgtp29,wgtp30,wgtp31,wgtp32,wgtp33,wgtp34,wgtp35,wgtp36,wgtp37,wgtp38,wgtp39,wgtp40,wgtp41,wgtp42,wgtp43,wgtp44,wgtp45,wgtp46,wgtp47,wgtp48,wgtp49,wgtp50,wgtp51,wgtp52,wgtp53,wgtp54,wgtp55,wgtp56,wgtp57,wgtp58,wgtp59,wgtp60,wgtp61,wgtp62,wgtp63,wgtp64,wgtp65,wgtp66,wgtp67,wgtp68,wgtp69,wgtp70,wgtp71,wgtp72,wgtp73,wgtp74,wgtp75,wgtp76,wgtp77,wgtp78,wgtp79,wgtp80,hinc_adj
2007000482585,H,2,1400,1,42,1084729,1102938,15,3,1,1,,3,02,2,0000,100,2,0002,100,1,,,,,,,6,2,00430,,1,3,,,2,0500,7,3,000058050,4,0672,014,1,1,58050,0,4,4,4,1,1,3,00,03,0,0,00,,0,1,0,0,0,0,1,,,1,0,,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,24,15,16,29,3,15,17,25,14,16,4,15,13,25,5,4,16,14,14,4,14,26,20,13,14,23,5,13,5,4,14,4,24,16,15,15,25,25,4,13,24,14,14,23,3,16,13,24,16,15,5,16,15,26,4,4,15,16,16,4,14,23,25,15,15,31,4,13,5,5,15,3,24,12,18,16,24,25,64025.57451068927100
2008000993553,H,2,1400,1,42,1044592,1063801,18,2,1,1,,4,02,2,0000,120,2,1900,020,4,00280,,2,00490,2,1,9,,,00370,1,1,,13,2,1000,9,1,000052900,4,,,3,1,52900,0,4,4,4,1,1,6,00,02,0,0,00,030,0,1,0,0,1,0,1,01336,4,0,1,19,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,5,30,28,5,17,29,5,5,19,19,30,17,18,17,17,28,19,16,20,5,5,31,32,6,20,34,6,5,18,18,29,17,20,20,17,28,20,18,16,28,32,5,6,37,18,5,31,34,18,15,6,20,19,19,19,5,17,20,20,32,34,5,5,29,18,5,30,27,20,26,5,16,19,17,20,6,17,20,56275.07463721854300
2010000874045,H,2,1400,1,42,1031543,1039407,8,4,1,2,1,3,02,2,0000,160,2,2000,003,4,00600,,,,,3,9,,,,1,2,,14,5,0800,5,2,000093000,2,,,1,1,93000,0,2,2,2,1,1,7,01,04,0,0,01,008,0,1,0,1,1,0,2,00636,,0,1,35,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,8,13,8,2,7,2,17,9,3,2,8,8,8,8,8,15,10,2,13,3,9,3,9,15,8,12,3,7,13,14,9,8,7,9,8,3,8,14,2,11,7,14,8,2,9,2,14,9,2,2,7,8,8,8,8,13,10,3,13,3,8,2,7,12,8,14,2,8,15,12,8,10,8,7,9,3,9,13,96664.87631747928000
2008000985728,H,2,1400,1,42,1044592,1063801,6,3,1,2,1,3,02,2,0000,090,2,0670,003,5,00280,,2,00260,2,1,6,,,,1,1,,14,3,0280,4,1,000044000,4,,,1,1,44000,0,4,4,4,1,1,6,00,03,0,0,00,016,0,1,0,0,0,0,1,00598,3,0,1,29,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,6,9,10,2,7,6,6,1,2,2,5,6,12,2,6,10,2,9,10,2,2,5,7,5,5,10,2,7,5,6,10,2,7,6,9,6,6,6,6,5,6,2,2,8,1,6,6,11,9,9,7,7,2,9,6,1,11,2,2,11,8,5,6,4,6,2,9,6,7,6,2,9,7,6,2,6,6,46807.24544494548000
2011000909736,H,2,1400,1,42,1000000,1018237,4,2,1,3,1,3,02,2,0000,140,2,1200,003,5,00880,,,,,3,6,,,,1,2,,17,2,0390,4,1,000064970,4,,,1,1,64970,0,4,4,4,1,1,7,00,02,0,0,00,009,0,1,0,0,0,0,1,00496,,0,0,29,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,4,1,1,5,8,2,9,5,5,5,6,4,5,1,7,4,4,1,5,4,1,4,5,1,5,5,4,2,7,8,8,8,2,4,6,8,7,4,2,1,5,7,8,5,1,9,1,4,5,4,5,5,5,7,1,5,5,7,4,4,7,5,4,8,5,5,5,8,1,1,2,1,7,4,6,1,1,66154.8578900
2009000439715,H,2,1400,1,42,1048571,1048026,34,2,1,2,1,2,02,2,0000,130,2,1200,003,4,00500,,1,00570,1,1,6,,,,1,1,,09,1,0900,9,,,,,,1,5,28200,0,4,4,4,1,1,7,00,,0,1,00,037,2,1,0,0,0,0,2,00875,3,0,1,16,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,30,57,8,33,33,13,32,31,9,36,32,43,9,50,52,51,58,12,46,41,42,11,63,33,38,63,29,32,53,33,37,35,55,11,14,9,9,54,36,29,29,59,10,29,38,10,39,33,11,38,32,30,12,54,44,59,75,9,36,42,31,8,72,42,35,58,34,41,68,33,32,30,58,13,11,11,11,45,40,29554.33807455048000
2008000210834,H,2,1400,1,42,1044592,1063801,7,2,1,1,,4,02,2,0000,100,2,2000,003,4,00530,,2,00290,2,1,8,,,,1,1,,11,1,0740,9,7,000028900,4,,,1,3,28900,0,4,4,4,1,1,5,00,02,0,0,00,030,0,1,0,0,2,2,2,00717,3,0,1,15,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,2,13,2,7,11,12,11,8,2,10,8,9,7,7,2,2,7,3,2,13,6,7,8,12,8,8,8,2,7,8,12,2,13,12,7,8,2,7,6,6,13,3,11,8,3,2,2,7,12,2,7,8,8,7,12,12,8,12,14,2,9,7,7,2,8,7,7,12,8,8,2,14,3,2,7,7,16,8,30743.84984906646300
2008000098151,H,2,1400,1,42,1044592,1063801,14,1,1,2,1,2,01,2,0000,190,2,0002,001,1,,,,,,,4,2,00200,,1,3,,,1,0002,4,,,,0390,015,1,4,32000,0,4,4,4,1,1,3,00,,0,0,00,,0,1,0,0,0,0,2,,,1,0,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,15,18,26,14,3,21,4,15,13,14,14,16,12,20,5,12,14,15,11,16,4,16,13,5,15,13,12,4,22,26,21,25,4,13,15,23,4,19,4,4,16,21,18,15,3,22,4,17,14,15,12,15,15,29,4,13,16,14,15,12,4,13,16,4,14,15,15,6,22,20,23,20,5,13,13,21,4,25,34041.63305086944000
2011001258867,H,2,1400,1,42,1000000,1018237,25,2,1,1,,2,01,2,0000,060,2,2500,030,1,00160,02300,,,,3,4,,,,1,2,,04,1,0001,3,4,000041440,4,,,1,1,41440,0,4,4,4,1,1,3,00,02,0,0,00,015,0,1,0,0,2,0,1,00528,,0,0,08,0,9,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42,26,44,23,29,49,26,46,7,7,25,29,27,42,29,7,25,8,31,41,8,23,7,23,25,10,24,7,46,44,28,24,27,9,25,43,29,40,27,7,38,27,48,25,25,45,26,41,8,7,23,27,24,47,28,7,26,8,29,44,8,25,7,29,28,10,26,7,49,42,24,27,26,8,28,45,22,46,23,42195.7412800
2010000844498,H,2,1400,1,42,1031543,1039407,4,5,1,3,1,3,02,2,0000,090,2,0002,003,1,00450,,2,00930,2,1,7,,,,1,1,,20,3,0002,1,1,000066000,2,,,1,1,66000,0,2,2,2,1,1,3,02,05,0,0,02,024,0,1,0,1,0,0,1,01308,3,0,0,42,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,4,8,7,2,2,5,4,5,4,8,2,5,4,5,9,1,7,4,4,2,5,1,1,7,7,5,4,5,4,1,5,4,5,4,1,7,8,4,5,1,4,1,2,7,8,4,5,4,5,1,7,4,5,4,1,8,1,5,6,7,5,7,8,1,2,5,4,5,4,6,1,4,4,4,8,1,1,68600.87996724336000
2007001273013,H,2,1400,1,42,1084729,1102938,6,3,1,1,,2,02,2,0000,070,2,0002,200,1,00000,,,,,3,5,,,,1,2,,05,2,0900,9,4,000042800,4,,,1,1,42800,0,4,4,4,1,1,7,00,03,0,0,00,011,0,1,0,0,0,0,1,00395,,0,1,13,1,9,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,8,5,5,2,10,2,2,5,6,8,10,1,6,5,5,1,6,2,1,2,5,8,2,5,6,5,5,9,8,6,6,5,8,2,9,5,2,6,6,5,2,6,5,9,2,9,10,6,6,2,2,10,6,5,6,10,5,11,10,9,5,2,9,4,5,5,5,1,1,6,4,5,1,10,1,5,9,47205.76380805341600
2009001157843,H,2,1400,1,42,1048571,1048026,10,2,1,1,,2,02,2,0000,050,2,0002,100,1,00600,,,,,3,4,,,,1,2,,09,2,0180,9,3,000036000,4,,,1,1,36000,0,4,4,4,1,1,4,00,02,0,0,00,010,0,1,0,0,1,1,2,00290,,0,1,20,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,10,23,9,12,18,17,15,21,11,15,10,19,8,10,9,11,15,3,3,9,9,3,9,8,3,3,2,2,10,2,8,3,9,11,11,10,3,3,2,9,10,4,9,9,3,3,3,3,9,4,9,2,10,10,10,8,3,19,15,9,10,18,10,11,16,14,14,21,10,16,10,17,9,10,9,8,18,18,37728.94222283040000
2011000530651,H,2,1400,1,42,1000000,1018237,32,2,1,1,,3,02,2,0000,090,2,0002,020,1,00340,,,,,3,6,,,,1,2,,16,2,0660,5,1,000075800,4,,,1,1,75800,0,4,4,4,1,1,3,00,02,0,0,00,005,0,1,0,0,0,0,1,00326,,0,1,27,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,26,35,54,48,9,12,47,34,8,59,54,28,30,9,32,29,29,26,32,8,30,30,44,59,11,12,55,26,10,71,47,30,35,10,36,38,28,36,25,7,36,31,56,53,11,10,46,35,10,51,54,29,35,10,29,34,32,31,34,11,30,35,60,52,9,9,45,35,11,40,53,33,31,9,27,27,33,35,77182.3646000
2011000675864,H,2,1400,1,42,1000000,1018237,9,3,1,2,1,3,02,2,0000,110,1,0600,003,4,,,,,,,5,,,,1,4,,,2,0080,6,7,000007500,1,,,1,3,49500,0,1,1,1,1,1,3,01,02,0,1,01,,4,1,0,1,0,0,1,,,1,0,,1,14,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,8,3,10,8,9,14,3,20,3,12,8,9,11,3,8,14,11,14,10,10,3,11,11,16,15,10,8,5,12,10,2,3,3,10,15,11,3,15,7,6,3,9,17,16,18,9,10,9,7,9,2,2,3,8,13,7,4,10,3,18,9,3,7,9,6,17,3,13,3,14,10,9,10,3,9,19,8,8,50402.7315000
2011000309607,H,2,1400,1,42,1000000,1018237,26,4,1,2,1,3,01,2,0000,130,2,0600,003,4,00000,00000,,,,3,5,,,,1,2,,04,5,0002,3,2,000292000,2,,,1,1,292000,0,2,2,2,1,1,5,01,04,0,0,01,001,0,1,0,1,0,0,2,00223,,0,0,12,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,32,41,25,46,8,27,43,40,30,28,24,25,24,7,24,40,9,25,40,47,27,8,32,9,41,25,7,8,27,24,25,26,25,37,23,8,44,25,6,8,30,43,26,46,8,28,44,43,29,26,24,27,29,8,21,43,8,25,39,40,25,9,25,8,48,24,6,7,27,28,23,30,22,41,23,8,48,25,7,297325.2040000
2009000508983,H,2,1400,1,42,1048571,1048026,18,6,1,2,1,4,02,2,0000,120,2,5200,003,4,00400,,1,00700,1,1,7,,,,1,1,,13,3,0002,4,1,000078080,2,,,1,1,78080,0,2,2,2,1,1,5,04,06,0,0,04,019,0,1,0,1,0,0,2,01253,3,0,1,22,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,21,32,6,38,18,16,17,24,18,16,5,31,17,20,28,31,22,15,17,16,27,20,19,21,32,6,5,7,7,27,20,15,7,31,16,22,32,30,35,31,17,7,33,7,18,18,19,17,18,20,28,5,16,17,6,5,16,17,19,20,5,21,25,21,5,29,33,28,32,7,20,19,27,5,19,18,5,6,81829.88357662771200
2011000189064,H,2,1400,1,42,1000000,1018237,30,4,1,1,,4,02,2,0000,100,2,0002,250,1,,,,,,,8,2,00450,,1,3,,,1,0780,9,3,000067300,2,0865,015,1,1,67300,0,2,2,2,1,1,4,02,04,0,0,02,,0,1,0,1,0,0,2,,,1,0,,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,27,30,27,47,33,50,31,31,48,31,9,51,44,9,30,28,9,30,48,43,32,28,30,8,34,10,28,34,8,30,49,9,10,39,33,25,41,30,9,8,32,28,28,49,28,51,25,26,54,28,10,49,40,9,31,31,9,30,54,45,31,29,25,9,28,9,28,29,10,34,48,8,9,49,30,30,51,31,10,68527.3501000
2010001224149,H,2,1400,1,42,1031543,1039407,21,1,1,2,1,2,02,2,0000,030,2,1800,003,4,00650,,,,,3,5,,,,1,2,,10,1,0002,8,,,,,,1,6,13000,0,4,4,4,1,1,4,00,,0,0,00,029,0,1,0,0,1,1,1,00317,,0,1,22,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,18,7,7,23,28,22,21,18,31,21,6,36,24,32,20,6,20,7,7,6,24,40,30,18,22,21,24,20,7,23,33,7,22,7,18,36,21,37,7,7,19,42,32,20,22,21,24,21,5,23,40,8,23,6,17,34,23,32,38,33,18,7,8,18,23,24,19,19,35,23,6,34,23,32,21,6,21,7,39,13512.29453900248000
2011000497842,H,2,1400,1,42,1000000,1018237,18,1,1,,,0,05,,0000,450,1,0002,003,3,,,,,,,3,2,00390,,1,3,,,1,0001,9,,,,0840,055,1,6,18300,0,4,4,4,1,1,2,00,,0,0,00,,0,1,0,0,1,0,1,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,17,27,17,5,30,33,5,18,19,5,16,5,16,17,16,32,16,31,6,18,17,6,18,29,5,4,35,19,17,30,17,30,16,15,17,5,19,28,6,17,19,6,15,27,4,5,31,18,16,29,17,33,16,15,18,5,17,5,27,17,20,26,19,6,29,27,5,15,19,5,19,4,17,18,18,31,16,5,18633.7371000
2010000403994,H,2,1400,1,42,1031543,1039407,4,3,1,,,0,05,,0000,030,1,0001,003,5,,,,,,,1,2,00350,,1,3,,,1,0001,9,6,000000000,1,0380,046,1,2,10000,0,1,1,1,1,1,3,01,02,0,1,01,,2,1,0,1,0,0,2,,,1,0,,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,3,3,5,1,8,4,1,1,1,3,6,1,4,5,4,4,6,4,3,6,6,1,3,3,3,2,4,4,4,5,3,4,1,7,1,1,3,1,1,4,4,4,0,5,1,3,7,6,5,3,0,6,3,3,4,3,1,3,4,1,1,7,4,4,4,8,5,2,5,1,3,5,8,1,6,7,4,10394.07272230960000
2009000282218,H,2,1400,1,42,1048571,1048026,18,2,1,1,,2,02,2,0000,210,2,0600,003,4,00300,,1,00460,1,1,8,,,,1,1,,11,1,0250,8,5,000045300,4,,,3,2,45300,0,4,4,4,1,1,7,00,02,0,0,00,020,0,1,0,0,0,0,1,00741,3,0,1,12,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,5,18,5,18,20,30,17,34,19,28,19,21,5,20,22,6,35,33,22,20,19,31,20,5,32,20,32,18,6,17,5,31,17,7,5,18,27,17,5,36,34,19,29,16,19,5,19,7,20,6,18,20,34,19,20,34,5,5,21,16,15,5,18,29,6,22,6,16,32,18,34,6,20,35,32,20,21,15,47475.58563039492000
2009000803654,H,2,1400,1,42,1048571,1048026,7,6,1,2,1,4,02,2,0000,090,2,0002,050,6,00600,,2,00450,2,1,6,,,,1,1,,10,3,0002,5,2,000045000,2,,,1,1,45000,0,2,2,2,1,1,4,04,06,0,0,04,020,0,1,0,1,0,0,2,00732,3,0,1,23,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,7,14,13,7,11,2,8,6,7,2,8,10,6,2,2,7,6,6,2,12,6,14,12,7,12,2,7,7,7,3,7,12,9,2,2,6,6,6,11,2,7,1,2,7,2,11,9,6,7,12,7,2,7,12,11,7,7,6,12,2,7,2,3,8,2,12,8,8,6,14,8,3,7,13,13,8,8,7,47161.17777853800000
2009000973267,H,2,1400,1,42,1048571,1048026,6,6,1,1,,3,02,2,0000,100,1,2200,030,4,00890,,1,00430,1,1,6,,,,1,1,,10,2,0160,9,8,000014500,2,,,1,3,44500,1,2,4,2,1,1,6,00,05,0,1,02,020,0,1,1,1,0,0,2,00756,3,0,1,16,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,11,8,6,6,6,1,6,10,6,9,8,2,5,1,6,6,2,5,5,2,9,7,6,5,6,1,6,10,5,10,9,2,4,1,5,5,2,5,5,1,10,8,5,6,5,1,5,10,5,9,9,2,6,2,5,6,1,6,5,2,10,10,6,6,5,1,6,9,5,9,7,2,5,2,5,6,2,6,46637.16469210980000
2011001203325,H,2,1400,1,42,1000000,1018237,3,6,1,1,,4,02,2,0000,120,2,0002,003,1,01200,,1,00200,1,1,7,,,,1,1,,12,2,0960,7,1,000130000,2,,,1,1,130000,0,3,3,3,1,1,4,03,06,0,0,03,004,0,1,0,1,0,0,1,00400,3,0,1,24,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,4,3,3,4,6,3,4,0,1,6,7,1,4,9,1,4,6,3,4,1,4,4,4,3,1,4,4,6,8,1,1,5,4,1,6,4,6,4,4,1,3,5,4,4,1,4,3,6,6,1,1,7,4,1,7,4,1,3,4,7,4,4,5,3,7,4,4,1,1,7,5,1,4,5,1,4,132370.8100000
2011000749470,H,2,1400,1,42,1000000,1018237,3,3,1,1,,3,02,2,0000,100,1,0600,003,4,,,,,,,7,2,00450,,1,3,,,1,0001,4,7,000021400,2,0600,034,1,3,21400,0,2,2,2,1,1,1,02,03,0,0,02,,0,1,0,1,0,0,1,,,1,0,,1,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,1,6,5,1,4,4,1,3,1,4,4,4,7,3,7,3,6,5,2,3,6,1,1,7,4,3,6,4,6,5,4,4,1,3,1,4,6,4,1,3,7,0,2,6,3,3,6,3,8,5,3,3,1,3,1,3,1,4,6,3,1,6,6,1,4,4,1,4,1,3,3,4,6,3,7,3,1,21790.2718000
2007000403758,H,2,1400,1,42,1084729,1102938,19,3,1,2,1,3,02,2,0000,120,2,0002,170,1,00400,,1,00500,1,1,6,,,,1,1,,13,3,0680,7,7,000044000,4,,,1,3,44000,0,4,4,4,1,1,4,00,03,0,0,00,023,0,1,0,0,0,0,2,00847,3,0,1,40,2,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,6,19,17,32,16,19,6,21,19,26,5,7,18,6,22,34,17,16,27,17,18,29,6,23,6,6,22,5,41,22,19,21,26,19,6,23,37,32,20,34,6,21,20,27,18,18,6,19,16,30,6,6,23,6,20,34,18,16,31,17,24,30,7,20,6,6,18,6,32,20,20,19,31,20,6,19,34,35,48529.28989612968000
2011001237756,H,2,1400,1,42,1000000,1018237,2,1,1,1,,2,02,2,0000,050,2,0002,250,1,,,,,,,4,2,00380,,1,3,,,1,0720,9,,,,0740,101,1,6,7300,0,4,4,4,1,1,5,00,,0,0,00,,0,1,0,0,1,1,1,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,1,2,2,2,2,2,4,4,5,3,1,3,5,2,2,5,1,3,5,4,5,3,2,3,3,3,1,0,0,3,5,2,1,3,3,1,6,3,0,1,1,2,2,2,2,2,5,5,5,3,1,2,4,3,3,3,1,2,5,4,5,3,3,3,2,2,1,2,1,3,4,2,0,3,3,0,7433.1301000
2011000356070,H,2,1400,1,42,1000000,1018237,8,1,1,3,1,2,02,2,0000,070,1,0700,003,1,,,,,,,6,2,00350,,1,3,,,1,0002,4,,,,0478,044,1,6,13000,0,4,4,4,1,1,2,00,,0,0,00,,0,1,0,0,0,0,1,,,0,0,,,,,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,8,8,8,3,2,13,3,8,9,14,13,14,8,9,2,13,9,13,9,3,3,16,13,10,8,8,9,2,14,7,9,10,3,14,8,7,2,3,8,15,14,3,3,8,7,8,8,16,2,10,8,7,14,3,10,11,15,8,12,8,7,8,7,13,13,2,16,9,9,2,2,3,10,8,13,2,8,8,13237.0810000
2011000562394,H,2,1400,1,42,1000000,1018237,17,1,1,1,,1,02,2,0000,070,2,0002,180,1,00000,,,,,3,4,,,,1,2,,08,1,0410,9,,,,,,1,4,30480,0,4,4,4,1,1,5,00,,0,0,00,012,0,1,0,0,1,1,1,00295,,0,1,04,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,17,16,6,16,13,29,5,27,25,17,16,5,5,27,15,21,16,28,8,19,15,17,5,19,16,25,5,28,27,15,14,5,6,31,17,19,18,30,6,18,18,16,4,19,16,25,5,26,30,19,17,5,5,26,16,17,16,25,5,15,18,15,5,17,18,31,5,30,29,14,18,4,5,31,18,16,21,27,4,31035.8637600
2008000610174,H,2,1400,1,42,1044592,1063801,15,1,1,3,1,2,01,2,0000,080,2,0002,003,1,00000,01000,,,,3,5,,,,1,2,,01,1,0540,5,,,,,,1,6,10200,0,4,4,4,1,1,5,00,,0,0,00,024,0,1,0,0,1,1,1,00208,,0,0,01,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,16,15,27,14,5,5,4,16,15,16,17,13,27,25,27,12,4,17,6,27,13,16,20,15,5,5,4,14,16,14,13,16,22,31,23,17,5,16,5,27,15,17,27,16,4,4,3,15,15,14,14,18,24,25,24,17,4,15,3,26,16,15,24,16,5,5,5,15,14,14,15,15,28,27,25,17,5,18,4,10850.77053496463400
2008001319771,H,2,1400,1,42,1044592,1063801,21,3,1,,,2,05,,0000,001,2,1200,003,4,,,,,,,5,2,00830,,1,3,,,2,0001,9,1,000088400,1,0930,013,1,1,88400,0,1,1,1,1,1,3,01,03,0,0,01,,0,1,0,1,0,0,1,,,1,0,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,5,22,18,30,24,20,20,22,32,24,19,5,7,33,34,6,18,19,32,6,7,26,18,31,18,20,19,20,34,23,19,6,6,34,39,6,22,22,6,32,42,20,17,5,21,22,21,22,6,24,22,36,32,6,6,33,21,24,5,31,39,18,18,6,21,17,18,22,7,19,21,34,33,6,6,33,22,20,94040.01130302682800
2010000156580,H,2,1400,1,42,1031543,1039407,33,1,1,2,1,4,02,2,0000,040,2,0002,003,6,00000,,,,,3,9,,,,1,2,,08,2,0850,5,,,,,,1,4,13600,0,4,4,4,1,1,7,00,,0,0,00,014,0,1,0,0,1,1,2,00161,,0,1,14,,,,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,53,32,9,32,65,29,31,54,34,11,9,9,39,34,32,35,35,53,55,9,48,37,11,34,59,35,33,55,32,11,9,10,46,39,30,38,37,52,59,12,66,30,10,35,53,37,33,55,38,11,13,10,38,40,31,34,31,64,68,12,52,28,9,29,51,34,31,50,30,9,9,8,32,38,34,30,36,54,53,9,14135.93890234105600
2008000722246,H,2,1400,1,42,1044592,1063801,6,2,1,1,,4,02,2,0000,140,2,0002,003,3,00300,,2,00160,2,1,6,,,,1,1,,08,2,0750,4,7,000024400,4,,,1,3,24400,0,4,4,4,1,1,6,00,02,0,0,00,023,0,1,0,0,0,0,1,00476,3,0,1,22,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,10,6,10,11,6,10,2,7,5,6,2,7,11,7,2,2,7,7,8,2,12,6,11,13,7,10,1,6,7,8,2,6,11,7,1,2,7,6,7,10,2,6,2,2,7,2,11,7,7,6,11,8,2,6,12,10,6,7,7,12,2,5,2,1,5,2,12,7,8,6,10,7,2,6,12,13,8,25956.74520128794800
